income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,is_sa_area
Comfort ISD,14790,2020-2024,Texas,101250.0,18104.0,COMFORT ISD,130902,Spring 2026,1306.0,946.0,72.43491577335375,False
Commerce ISD,14820,2020-2024,Texas,56946.0,10069.0,COMMERCE ISD,116903,Spring 2026,1955.0,1114.0,56.98209718670076,False
Community ISD,14850,2020-2024,Texas,111818.0,12450.0,COMMUNITY ISD,043918,Spring 2026,7633.0,5494.0,71.9769422245513,False
Como-Pickton CISD,14880,2020-2024,Texas,68098.0,19226.0,COMO-PICKTON CISD,112908,Spring 2026,967.0,731.0,75.59462254395036,False
Comstock ISD,14920,2020-2024,Texas,64583.0,28916.0,COMSTOCK ISD,233903,Spring 2026,251.0,208.0,82.86852589641434,False
Connally ISD,14970,2020-2024,Texas,56875.0,6972.0,CONNALLY ISD,161921,Spring 2026,2528.0,1359.0,53.75791139240506,False
Conroe ISD,15000,2020-2024,Texas,98985.0,3188.0,CONROE ISD,170902,Spring 2026,97241.0,78193.0,80.41155479684495,False
Coolidge ISD,15120,2020-2024,Texas,60274.0,6624.0,COOLIDGE ISD,147901,Spring 2026,409.0,331.0,80.92909535452323,False
Cooper ISD,15150,2020-2024,Texas,63861.0,9170.0,COOPER ISD,060902,Spring 2026,1119.0,827.0,73.90527256479,False
Coppell ISD,15210,2020-2024,Texas,160589.0,10919.0,COPPELL ISD,057922,Spring 2026,18143.0,16777.0,92.47092542578405,False
Copperas Cove ISD,15240,2020-2024,Texas,73120.0,3572.0,COPPERAS COVE ISD,050910,Spring 2026,9740.0,7561.0,77.62833675564681,False
Corpus Christi ISD,15270,2020-2024,Texas,63920.0,1407.0,CORPUS CHRISTI ISD,178904,Spring 2026,40518.0,29982.0,73.9967421886569,False
Corrigan-Camden ISD,15300,2020-2024,Texas,49817.0,15606.0,CORRIGAN-CAMDEN ISD,187904,Spring 2026,1091.0,792.0,72.59395050412466,False
Corsicana ISD,15330,2020-2024,Texas,58698.0,4081.0,CORSICANA ISD,175903,Spring 2026,7799.0,4865.0,62.379792281061675,False
Cotton Center ISD,15360,2020-2024,Texas,59107.0,9646.0,COTTON CENTER ISD,095902,Spring 2026,133.0,89.0,66.9172932330827,False
Cotulla ISD,15400,2020-2024,Texas,54500.0,17134.0,COTULLA ISD,142901,Spring 2026,1384.0,922.0,66.61849710982659,False
Coupland ISD,15420,2020-2024,Texas,100852.0,23417.0,COUPLAND ISD,246914,Spring 2026,424.0,291.0,68.63207547169812,False
Covington ISD,15480,2020-2024,Texas,70556.0,19026.0,COVINGTON ISD,109903,Spring 2026,450.0,318.0,70.66666666666667,False
Crandall ISD,15510,2020-2024,Texas,93644.0,6658.0,CRANDALL ISD,129901,Spring 2026,10107.0,6571.0,65.01434649252992,False
Crane ISD,15540,2020-2024,Texas,62212.0,14766.0,CRANE ISD,052901,Spring 2026,2235.0,1338.0,59.86577181208054,False
Cranfills Gap ISD,15570,2020-2024,Texas,74583.0,23383.0,CRANFILLS GAP ISD,018908,Spring 2026,143.0,120.0,83.91608391608392,False
Crawford ISD,15600,2020-2024,Texas,109931.0,21920.0,CRAWFORD ISD,161901,Spring 2026,787.0,713.0,90.5972045743329,False
Crockett County Consolidated CSD,15690,2020-2024,Texas,81022.0,32122.0,CROCKETT COUNTY CONSOLIDATED CSD,053001,Spring 2026,841.0,663.0,78.83472057074911,False
Crockett ISD,15720,2020-2024,Texas,46845.0,8502.0,CROCKETT ISD,113901,Spring 2026,1437.0,797.0,55.46276965901183,False
Crosby ISD,15750,2020-2024,Texas,91958.0,15955.0,CROSBY ISD,101906,Spring 2026,9631.0,6942.0,72.07974249818295,False
Crosbyton CISD,1,2020-2024,Texas,49135.0,15096.0,CROSBYTON CISD,054901,Spring 2026,398.0,224.0,56.28140703517588,False
Cross Plains ISD,15810,2020-2024,Texas,60179.0,16624.0,CROSS PLAINS ISD,030901,Spring 2026,504.0,406.0,80.55555555555556,False
Cross Roads ISD,15840,2020-2024,Texas,56473.0,19746.0,CROSS ROADS ISD,107904,Spring 2026,649.0,576.0,88.75192604006163,False
Crowell ISD,15870,2020-2024,Texas,62188.0,25153.0,CROWELL ISD,078901,Spring 2026,227.0,160.0,70.48458149779736,False
Crowley ISD,15910,2020-2024,Texas,86560.0,3532.0,CROWLEY ISD,220912,Spring 2026,22309.0,14656.0,65.69545923170021,False
Crystal City ISD,15930,2020-2024,Texas,37417.0,9081.0,CRYSTAL CITY ISD,254901,Spring 2026,2002.0,1323.0,66.08391608391608,False
Cuero ISD,15960,2020-2024,Texas,65679.0,8344.0,CUERO ISD,062901,Spring 2026,2370.0,1683.0,71.0126582278481,False
Culberson County-Allamoore ISD,15990,2020-2024,Texas,58537.0,25954.0,CULBERSON COUNTY-ALLAMOORE ISD,055901,Spring 2026,439.0,305.0,69.4760820045558,False
Cumby Collegiate ISD,16020,2020-2024,Texas,82292.0,10403.0,CUMBY COLLEGIATE ISD,112905,Spring 2026,594.0,406.0,68.35016835016835,False
Cushing ISD,16080,2020-2024,Texas,66532.0,9617.0,CUSHING ISD,174902,Spring 2026,742.0,536.0,72.23719676549865,False
Cypress-Fairbanks ISD,16110,2020-2024,Texas,92879.0,1658.0,CYPRESS-FAIRBANKS ISD,101907,Spring 2026,151129.0,119098.0,78.80552375784924,False
D'Hanis ISD,16140,2020-2024,Texas,67898.0,20661.0,D'HANIS ISD,163902,Spring 2026,403.0,378.0,93.79652605459056,False
Daingerfield-Lone Star ISD,16180,2020-2024,Texas,61852.0,6524.0,DAINGERFIELD-LONE STAR ISD,172902,Spring 2026,1228.0,799.0,65.06514657980456,False
Dalhart ISD,16200,2020-2024,Texas,71756.0,7308.0,DALHART ISD,056901,Spring 2026,2473.0,1547.0,62.5556004852406,False
Dallas ISD,16230,2020-2024,Texas,70951.0,944.0,DALLAS ISD,057905,Spring 2026,160365.0,117270.0,73.12692919277897,False
Damon ISD,16260,2020-2024,Texas,80964.0,28482.0,DAMON ISD,020910,Spring 2026,102.0,72.0,70.58823529411765,False
Danbury ISD,16290,2020-2024,Texas,107176.0,25749.0,DANBURY ISD,020904,Spring 2026,845.0,740.0,87.57396449704143,False
Darrouzett ISD,16320,2020-2024,Texas,79167.0,30963.0,DARROUZETT ISD,148905,Spring 2026,120.0,64.0,53.333333333333336,False
Dawson ISD (Hill and Navarro Counties),16380,2020-2024,Texas,64779.0,19220.0,DAWSON ISD,175904,Spring 2026,806.0,542.0,67.24565756823822,False
"Dawson ISD (Dawson, Lynn, and Terry Counties)",16350,2020-2024,Texas,51667.0,22105.0,DAWSON ISD,058902,Spring 2026,188.0,129.0,68.61702127659575,False
Dayton ISD,16410,2020-2024,Texas,83472.0,6783.0,DAYTON ISD,146902,Spring 2026,7964.0,5334.0,66.97639377197389,False
De Leon ISD,16440,2020-2024,Texas,56288.0,15850.0,DE LEON ISD,047902,Spring 2026,755.0,668.0,88.47682119205298,False
Decatur ISD,16500,2020-2024,Texas,94259.0,4907.0,DECATUR ISD,249905,Spring 2026,5059.0,3846.0,76.02292943269421,False
Deer Park ISD,16530,2020-2024,Texas,91636.0,7014.0,DEER PARK ISD,101908,Spring 2026,16201.0,12922.0,79.76050861057959,False
DeKalb ISD,16570,2020-2024,Texas,55464.0,12645.0,DEKALB ISD,019901,Spring 2026,1265.0,949.0,75.0197628458498,False
Del Valle ISD,16620,2020-2024,Texas,79700.0,6324.0,DEL VALLE ISD,227910,Spring 2026,15130.0,8291.0,54.79841374752148,False
Dell City ISD,16650,2020-2024,Texas,52639.0,35598.0,DELL CITY ISD,115903,Spring 2026,102.0,58.0,56.86274509803921,False
Denison ISD,16710,2020-2024,Texas,71506.0,3541.0,DENISON ISD,091903,Spring 2026,6132.0,4243.0,69.19439008480104,False
Denton ISD,16740,2020-2024,Texas,90602.0,2853.0,DENTON ISD,061901,Spring 2026,43629.0,31226.0,71.57166105113572,False
Denver City ISD,16770,2020-2024,Texas,90757.0,16248.0,DENVER CITY ISD,251901,Spring 2026,1868.0,1318.0,70.55674518201285,False
DeSoto ISD,16860,2020-2024,Texas,83272.0,7669.0,DESOTO ISD,057906,Spring 2026,7423.0,4848.0,65.31052135255287,False
Detroit ISD,16890,2020-2024,Texas,80096.0,19180.0,DETROIT ISD,194905,Spring 2026,581.0,396.0,68.15834767641996,False
Devers ISD,16920,2020-2024,Texas,77768.0,13253.0,DEVERS ISD,146903,Spring 2026,230.0,219.0,95.21739130434784,False
Devine ISD,16950,2020-2024,Texas,61544.0,9548.0,DEVINE ISD,163901,Spring 2026,2617.0,1826.0,69.77455101260985,False
Dew ISD,16980,2020-2024,Texas,68906.0,28637.0,DEW ISD,081906,Spring 2026,200.0,160.0,80.0,False
Deweyville ISD,17010,2020-2024,Texas,64563.0,37881.0,DEWEYVILLE ISD,176903,Spring 2026,680.0,482.0,70.88235294117648,False
Diboll ISD,17040,2020-2024,Texas,61559.0,9202.0,DIBOLL ISD,003905,Spring 2026,1979.0,1522.0,76.90752905507833,False
Dickinson ISD,17070,2020-2024,Texas,83295.0,5974.0,DICKINSON ISD,084901,Spring 2026,16503.0,12916.0,78.26455795915894,False
Dilley ISD,17100,2020-2024,Texas,56354.0,23533.0,DILLEY ISD,082902,Spring 2026,1029.0,664.0,64.52866861030127,False
Dime Box ISD,17130,2020-2024,Texas,61250.0,13885.0,DIME BOX ISD,144903,Spring 2026,195.0,103.0,52.820512820512825,False
Dimmitt ISD,17160,2020-2024,Texas,57532.0,22053.0,DIMMITT ISD,035901,Spring 2026,1414.0,933.0,65.98302687411598,False
Divide ISD,17190,2020-2024,Texas,87083.0,43997.0,DIVIDE ISD,133905,Spring 2026,28.0,0.0,0.0,False
Dodd City ISD,17280,2020-2024,Texas,102125.0,28166.0,DODD CITY ISD,074904,Spring 2026,410.0,338.0,82.4390243902439,False
Donna ISD,17390,2020-2024,Texas,43627.0,4301.0,DONNA ISD,108902,Spring 2026,16378.0,11235.0,68.59811942850165,False
Doss Consolidated CSD,17400,2020-2024,Texas,98523.0,22207.0,DOSS CONSOLIDATED CSD,086024,Spring 2026,24.0,8.0,33.33333333333333,False
Douglass ISD,17460,2020-2024,Texas,79948.0,17300.0,DOUGLASS ISD,174911,Spring 2026,538.0,464.0,86.2453531598513,False
Dripping Springs ISD,8,2020-2024,Texas,169874.0,15997.0,DRIPPING SPRINGS ISD,105904,Spring 2026,11841.0,10622.0,89.70526137995101,False
Driscoll ISD,17550,2020-2024,Texas,,,DRISCOLL ISD,178905,Spring 2026,366.0,267.0,72.95081967213115,False
Dublin ISD,17580,2020-2024,Texas,66344.0,18030.0,DUBLIN ISD,072902,Spring 2026,1398.0,1218.0,87.1244635193133,False
Dumas ISD,17610,2020-2024,Texas,61618.0,4735.0,DUMAS ISD,171901,Spring 2026,5447.0,4044.0,74.24270240499358,False
Duncanville ISD,17640,2020-2024,Texas,72230.0,3318.0,DUNCANVILLE ISD,057907,Spring 2026,14553.0,9251.0,63.567649281935005,False
Eagle Mountain-Saginaw ISD,17700,2020-2024,Texas,101650.0,5510.0,EAGLE MT-SAGINAW ISD,220918,Spring 2026,32644.0,22996.0,70.44479843156476,False
Eagle Pass ISD,17730,2020-2024,Texas,49568.0,4673.0,EAGLE PASS ISD,159901,Spring 2026,16069.0,12064.0,75.07623374198768,False
Eanes ISD,17760,2020-2024,Texas,195329.0,13185.0,EANES ISD,227909,Spring 2026,10296.0,9700.0,94.2113442113442,False
Early ISD,17790,2020-2024,Texas,77661.0,19935.0,EARLY ISD,025909,Spring 2026,1463.0,1242.0,84.89405331510595,False
East Bernard ISD,17830,2020-2024,Texas,96250.0,24123.0,EAST BERNARD ISD,241902,Spring 2026,1352.0,1157.0,85.57692307692307,False
East Central ISD,17850,2020-2024,Texas,80803.0,6282.0,EAST CENTRAL ISD,015911,Spring 2026,15555.0,10274.0,66.04950176792028,True
East Chambers ISD,17880,2020-2024,Texas,77331.0,16038.0,EAST CHAMBERS ISD,036903,Spring 2026,1992.0,1560.0,78.3132530120482,False
Eastland ISD,17960,2020-2024,Texas,56948.0,14498.0,EASTLAND ISD,067903,Spring 2026,1227.0,953.0,77.66911165444172,False
Ector County ISD,18000,2020-2024,Texas,71536.0,3707.0,ECTOR COUNTY ISD,068901,Spring 2026,41793.0,27908.0,66.77673294570862,False
Ector ISD,18030,2020-2024,Texas,78203.0,11351.0,ECTOR ISD,074905,Spring 2026,312.0,234.0,75.0,False
Edcouch-Elsa ISD,18060,2020-2024,Texas,38770.0,8070.0,EDCOUCH-ELSA ISD,108903,Spring 2026,5195.0,3080.0,59.28777670837344,False
Eden CISD,18070,2020-2024,Texas,67216.0,21471.0,EDEN CISD,048901,Spring 2026,293.0,202.0,68.94197952218431,False
Edgewood ISD (Van Zandt County),18120,2020-2024,Texas,78995.0,10569.0,EDGEWOOD ISD,234903,Spring 2026,1396.0,1090.0,78.08022922636103,False
Edgewood ISD (Bexar County),18150,2020-2024,Texas,42055.0,1987.0,EDGEWOOD ISD,015905,Spring 2026,8882.0,4908.0,55.25782481423103,True
Edinburg CISD,18180,2020-2024,Texas,58501.0,3250.0,EDINBURG CISD,108904,Spring 2026,39765.0,29440.0,74.0349553627562,False
Edna ISD,18210,2020-2024,Texas,63014.0,6974.0,EDNA ISD,120901,Spring 2026,1871.0,1441.0,77.01763762693746,False
El Campo ISD,18280,2020-2024,Texas,70550.0,8735.0,EL CAMPO ISD,241903,Spring 2026,4172.0,2978.0,71.38063279002877,False
El Paso ISD,18300,2020-2024,Texas,54425.0,1950.0,EL PASO ISD,071902,Spring 2026,59197.0,43845.0,74.06625335743365,False
Electra ISD,18330,2020-2024,Texas,69356.0,14510.0,ELECTRA ISD,243902,Spring 2026,586.0,373.0,63.651877133105806,False
Elgin ISD,18360,2020-2024,Texas,90375.0,11216.0,ELGIN ISD,011902,Spring 2026,8041.0,4483.0,55.75177216764085,False
Elkhart ISD,18390,2020-2024,Texas,70759.0,6212.0,ELKHART ISD,001903,Spring 2026,1541.0,1186.0,76.96301103179754,False
Elysian Fields ISD,18480,2020-2024,Texas,73750.0,21263.0,ELYSIAN FIELDS ISD,102906,Spring 2026,966.0,746.0,77.22567287784679,False
Ennis ISD,18540,2020-2024,Texas,77169.0,6319.0,ENNIS ISD,070903,Spring 2026,8569.0,5899.0,68.84117166530517,False
Era ISD,18600,2020-2024,Texas,87639.0,18967.0,ERA ISD,049906,Spring 2026,691.0,559.0,80.8972503617945,False
Eula ISD,18690,2020-2024,Texas,74405.0,15591.0,EULA ISD,030906,Spring 2026,610.0,506.0,82.95081967213115,False
Eustace ISD,18720,2020-2024,Texas,59936.0,11793.0,EUSTACE ISD,107905,Spring 2026,2298.0,1857.0,80.80939947780679,False
Evadale ISD,18750,2020-2024,Texas,49966.0,23190.0,EVADALE ISD,121906,Spring 2026,583.0,496.0,85.07718696397941,False
Evant ISD,18780,2020-2024,Texas,76447.0,8328.0,EVANT ISD,050901,Spring 2026,272.0,171.0,62.86764705882353,False
Everman ISD,18810,2020-2024,Texas,75317.0,5528.0,EVERMAN ISD,220904,Spring 2026,6605.0,3999.0,60.54504163512491,False
Excelsior ISD,18840,2020-2024,Texas,57850.0,25302.0,EXCELSIOR ISD,210906,Spring 2026,143.0,100.0,69.93006993006993,False
Ezzell ISD,18890,2020-2024,Texas,55809.0,13712.0,EZZELL ISD,143906,Spring 2026,155.0,124.0,80.0,False
Fabens ISD,18900,2020-2024,Texas,43367.0,16273.0,FABENS ISD,071903,Spring 2026,2494.0,1709.0,68.52445870088212,False
Fairfield ISD,18940,2020-2024,Texas,59727.0,7759.0,FAIRFIELD ISD,081902,Spring 2026,2219.0,1581.0,71.24831004957188,False
Falls City ISD,19020,2020-2024,Texas,89677.0,20464.0,FALLS CITY ISD,128904,Spring 2026,594.0,575.0,96.8013468013468,False
Fannindel ISD,19050,2020-2024,Texas,64286.0,21941.0,FANNINDEL ISD,060914,Spring 2026,170.0,92.0,54.11764705882353,False
Farmersville ISD,19080,2020-2024,Texas,90154.0,16207.0,FARMERSVILLE ISD,043904,Spring 2026,3361.0,2618.0,77.89348408211842,False
Farwell ISD,19110,2020-2024,Texas,68889.0,13658.0,FARWELL ISD,185902,Spring 2026,776.0,655.0,84.40721649484536,False
Fayetteville ISD,19140,2020-2024,Texas,87907.0,10338.0,FAYETTEVILLE ISD,075906,Spring 2026,411.0,372.0,90.51094890510949,False
Ferris ISD,19170,2020-2024,Texas,81786.0,20382.0,FERRIS ISD,070905,Spring 2026,4002.0,2879.0,71.93903048475762,False
Flatonia ISD,19280,2020-2024,Texas,75764.0,14291.0,FLATONIA ISD,075901,Spring 2026,810.0,753.0,92.96296296296296,False
Florence ISD,19320,2020-2024,Texas,90000.0,13338.0,FLORENCE ISD,246902,Spring 2026,1529.0,1125.0,73.57750163505558,False
Floresville ISD,19350,2020-2024,Texas,89880.0,7094.0,FLORESVILLE ISD,247901,Spring 2026,5378.0,3967.0,73.76348084789885,False
Flour Bluff ISD,19380,2020-2024,Texas,92182.0,8117.0,FLOUR BLUFF ISD,178914,Spring 2026,7218.0,6080.0,84.23385979495706,False
Floydada Collegiate ISD,19440,2020-2024,Texas,53315.0,13377.0,FLOYDADA COLLEGIATE ISD,077901,Spring 2026,728.0,567.0,77.88461538461539,False
Follett ISD,19500,2020-2024,Texas,86250.0,14127.0,FOLLETT ISD,148902,Spring 2026,219.0,151.0,68.94977168949772,False
Forestburg ISD,19530,2020-2024,Texas,91094.0,14833.0,FORESTBURG ISD,169910,Spring 2026,210.0,134.0,63.8095238095238,False
Forney ISD,19560,2020-2024,Texas,104853.0,5897.0,FORNEY ISD,129902,Spring 2026,26746.0,18756.0,70.12637403723922,False
Forsan ISD,19620,2020-2024,Texas,91508.0,13939.0,FORSAN ISD,114904,Spring 2026,974.0,749.0,76.8993839835729,False
Fort Bend ISD,19650,2020-2024,Texas,105638.0,3226.0,FORT BEND ISD,079907,Spring 2026,106313.0,85039.0,79.98927694637533,False
Fort Elliott CISD,11400,2020-2024,Texas,94250.0,35016.0,FORT ELLIOTT CISD,242906,Spring 2026,185.0,152.0,82.16216216216216,False
Fort Stockton ISD,20190,2020-2024,Texas,79028.0,11019.0,FORT STOCKTON ISD,186902,Spring 2026,11985.0,6284.0,52.43220692532332,False
Fort Worth ISD,19700,2020-2024,Texas,65742.0,1341.0,FORT WORTH ISD,220905,Spring 2026,85913.0,54906.0,63.90883801054555,False
Franklin ISD,19740,2020-2024,Texas,101875.0,18250.0,FRANKLIN ISD,198903,Spring 2026,1878.0,1727.0,91.95953141640044,False
Frankston ISD,19770,2020-2024,Texas,72234.0,15445.0,FRANKSTON ISD,001904,Spring 2026,980.0,821.0,83.77551020408164,False
Fredericksburg ISD,19840,2020-2024,Texas,75388.0,7856.0,FREDERICKSBURG ISD,086901,Spring 2026,3975.0,3090.0,77.73584905660378,False
Freer ISD,19820,2020-2024,Texas,73750.0,36895.0,FREER ISD,066903,Spring 2026,858.0,610.0,71.0955710955711,False
Frenship ISD,19830,2020-2024,Texas,77793.0,3734.0,FRENSHIP ISD,152907,Spring 2026,16248.0,12418.0,76.42786804529788,False
Friendswood ISD,19950,2020-2024,Texas,149590.0,9820.0,FRIENDSWOOD ISD,084911,Spring 2026,8633.0,7871.0,91.17340437854745,False
Friona ISD,19980,2020-2024,Texas,72500.0,17213.0,FRIONA ISD,185903,Spring 2026,1282.0,828.0,64.58658346333853,False
Frisco ISD,20010,2020-2024,Texas,144206.0,2934.0,FRISCO ISD,043905,Spring 2026,85574.0,77258.0,90.2820950288639,False
Frost ISD,20040,2020-2024,Texas,83125.0,17826.0,FROST ISD,175905,Spring 2026,581.0,403.0,69.3631669535284,False
Fruitvale ISD,20070,2020-2024,Texas,60467.0,7182.0,FRUITVALE ISD,234909,Spring 2026,457.0,349.0,76.36761487964989,False
Fort Davis ISD,20100,2020-2024,Texas,73098.0,32516.0,FT DAVIS ISD,122901,Spring 2026,194.0,148.0,76.28865979381443,False
Fort Hancock ISD,20130,2020-2024,Texas,45000.0,15946.0,FT HANCOCK ISD,115901,Spring 2026,526.0,361.0,68.63117870722434,False
Fort Sam Houston ISD,20160,2020-2024,Texas,100662.0,21360.0,FT SAM HOUSTON ISD,015914,Spring 2026,1926.0,1698.0,88.1619937694704,True
Gainesville ISD,20220,2020-2024,Texas,59464.0,3576.0,GAINESVILLE ISD,049901,Spring 2026,4021.0,2458.0,61.1290723700572,False
Galena Park ISD,20250,2020-2024,Texas,57350.0,5533.0,GALENA PARK ISD,101910,Spring 2026,26262.0,20205.0,76.93625771076078,False
Galveston ISD,20280,2020-2024,Texas,56708.0,3726.0,GALVESTON ISD,084902,Spring 2026,8027.0,5280.0,65.77799925252273,False
Ganado ISD,20310,2020-2024,Texas,81826.0,18563.0,GANADO ISD,120902,Spring 2026,987.0,767.0,77.71023302938197,False
Garland ISD,20340,2020-2024,Texas,82979.0,2461.0,GARLAND ISD,057909,Spring 2026,64522.0,47580.0,73.7422894516599,False
Garner ISD,20370,2020-2024,Texas,107128.0,13784.0,GARNER ISD,184911,Spring 2026,492.0,390.0,79.26829268292683,False
Garrison ISD,20400,2020-2024,Texas,59130.0,6549.0,GARRISON ISD,174903,Spring 2026,1029.0,861.0,83.6734693877551,False
Gary ISD,20460,2020-2024,Texas,65313.0,19401.0,GARY ISD,183904,Spring 2026,640.0,458.0,71.5625,False
Gatesville ISD,20500,2020-2024,Texas,70998.0,5747.0,GATESVILLE ISD,050902,Spring 2026,3350.0,2496.0,74.50746268656717,False
Gause ISD,20520,2020-2024,Texas,65313.0,19676.0,GAUSE ISD,166902,Spring 2026,159.0,122.0,76.72955974842768,False
George West ISD,20550,2020-2024,Texas,56342.0,11929.0,GEORGE WEST ISD,149901,Spring 2026,1357.0,1219.0,89.83050847457628,False
Georgetown ISD,20600,2020-2024,Texas,104990.0,4395.0,GEORGETOWN ISD,246904,Spring 2026,19021.0,13870.0,72.91940486830345,False
Gholson ISD,20610,2020-2024,Texas,77841.0,16221.0,GHOLSON ISD,161925,Spring 2026,267.0,196.0,73.40823970037454,False
Giddings ISD,20640,2020-2024,Texas,72518.0,15025.0,GIDDINGS ISD,144901,Spring 2026,2418.0,1790.0,74.02812241521919,False
Gilmer ISD,20700,2020-2024,Texas,52688.0,4955.0,GILMER ISD,230902,Spring 2026,3808.0,2999.0,78.75525210084034,False
Gladewater ISD,20760,2020-2024,Texas,62593.0,6403.0,GLADEWATER ISD,092901,Spring 2026,2076.0,1350.0,65.02890173410405,False
Glasscock County ISD,20790,2020-2024,Texas,101250.0,53302.0,GLASSCOCK COUNTY ISD,087901,Spring 2026,380.0,350.0,92.10526315789474,False
Glen Rose ISD,20850,2020-2024,Texas,82353.0,23559.0,GLEN ROSE ISD,213901,Spring 2026,2683.0,2233.0,83.22773015281402,False
Godley ISD,20960,2020-2024,Texas,92786.0,13470.0,GODLEY ISD,126911,Spring 2026,4530.0,3467.0,76.53421633554083,False
Gold-Burg ISD,20970,2020-2024,Texas,63500.0,12622.0,GOLD BURG ISD,169906,Spring 2026,197.0,113.0,57.36040609137056,False
Goldthwaite CISD,21000,2020-2024,Texas,70250.0,11406.0,GOLDTHWAITE ISD,167901,Spring 2026,642.0,546.0,85.04672897196261,False
Goliad ISD,21030,2020-2024,Texas,59359.0,7643.0,GOLIAD ISD,088902,Spring 2026,1582.0,1203.0,76.04298356510746,False
Gonzales ISD,21060,2020-2024,Texas,59081.0,6510.0,GONZALES ISD,089901,Spring 2026,3367.0,2218.0,65.87466587466587,False
Goodrich ISD,21090,2020-2024,Texas,56106.0,16859.0,GOODRICH ISD,187903,Spring 2026,334.0,260.0,77.84431137724552,False
Goose Creek CISD,21150,2020-2024,Texas,66497.0,3398.0,GOOSE CREEK CISD,101911,Spring 2026,31480.0,20922.0,66.46124523506988,False
Gordon ISD,21180,2020-2024,Texas,96750.0,11838.0,GORDON ISD,182901,Spring 2026,358.0,283.0,79.05027932960894,False
Gorman ISD,21270,2020-2024,Texas,50542.0,14006.0,GORMAN ISD,067904,Spring 2026,253.0,154.0,60.86956521739131,False
Grady ISD,21300,2020-2024,Texas,111250.0,43163.0,GRADY ISD,156905,Spring 2026,313.0,300.0,95.84664536741214,False
Graford ISD,21330,2020-2024,Texas,61051.0,7901.0,GRAFORD ISD,182902,Spring 2026,433.0,329.0,75.98152424942263,False
Graham ISD,21360,2020-2024,Texas,75442.0,8910.0,GRAHAM ISD,252901,Spring 2026,2851.0,2026.0,71.0627849877236,False
Granbury ISD,21390,2020-2024,Texas,88608.0,6507.0,GRANBURY ISD,111901,Spring 2026,10601.0,8058.0,76.01169700971606,False
Grand Prairie ISD,21420,2020-2024,Texas,75791.0,2581.0,GRAND PRAIRIE ISD,057910,Spring 2026,34021.0,23253.0,68.34896093589253,False
Grand Saline ISD,21450,2020-2024,Texas,58750.0,11882.0,GRAND SALINE ISD,234904,Spring 2026,1695.0,1240.0,73.15634218289085,False
Grandfalls-Royalty ISD,21480,2020-2024,Texas,68472.0,21720.0,GRANDFALLS-ROYALTY ISD,238904,Spring 2026,146.0,77.0,52.73972602739726,False
Grandview ISD,21540,2020-2024,Texas,87389.0,12680.0,GRANDVIEW ISD,126904,Spring 2026,1932.0,1576.0,81.57349896480332,False
Grandview-Hopkins ISD,21560,2020-2024,Texas,58750.0,24177.0,GRANDVIEW-HOPKINS ISD,090905,Spring 2026,42.0,33.0,78.57142857142857,False
Granger ISD,21590,2020-2024,Texas,76522.0,19055.0,GRANGER ISD,246905,Spring 2026,786.0,514.0,65.39440203562341,False
Grape Creek ISD,21600,2020-2024,Texas,72147.0,23594.0,GRAPE CREEK ISD,226907,Spring 2026,1593.0,1132.0,71.06089139987445,False
Grapeland ISD,21630,2020-2024,Texas,60012.0,17355.0,GRAPELAND ISD,113902,Spring 2026,748.0,558.0,74.59893048128342,False
Grapevine-Colleyville ISD,21660,2020-2024,Texas,117626.0,6703.0,GRAPEVINE-COLLEYVILLE ISD,220906,Spring 2026,17853.0,15540.0,87.0441942530667,False
Greenville ISD,21720,2020-2024,Texas,66514.0,3730.0,GREENVILLE ISD,116905,Spring 2026,7046.0,4221.0,59.906329832529096,False
Greenwood ISD,21750,2020-2024,Texas,128864.0,20722.0,GREENWOOD ISD,165902,Spring 2026,5155.0,3659.0,70.97963142580019,False
Gregory-Portland ISD,21780,2020-2024,Texas,82083.0,9503.0,GREGORY-PORTLAND ISD,205902,Spring 2026,6799.0,5513.0,81.08545374319753,False
Groesbeck ISD,21810,2020-2024,Texas,61788.0,4016.0,GROESBECK ISD,147902,Spring 2026,1888.0,1340.0,70.97457627118644,False
Groom ISD,21840,2020-2024,Texas,74375.0,34696.0,GROOM ISD,033901,Spring 2026,143.0,115.0,80.41958041958041,False
Groveton ISD,21900,2020-2024,Texas,54026.0,10450.0,GROVETON ISD,228901,Spring 2026,946.0,745.0,78.75264270613108,False
Gruver ISD,21930,2020-2024,Texas,82273.0,20058.0,GRUVER ISD,098901,Spring 2026,524.0,486.0,92.74809160305344,False
Gunter ISD,21960,2020-2024,Texas,133000.0,28089.0,GUNTER ISD,091917,Spring 2026,1638.0,1359.0,82.96703296703298,False
Gustine ISD,21990,2020-2024,Texas,64000.0,20100.0,GUSTINE ISD,047903,Spring 2026,212.0,138.0,65.09433962264151,False
Guthrie CSD,22020,2020-2024,Texas,46645.0,20375.0,GUTHRIE CSD,135001,Spring 2026,155.0,130.0,83.87096774193549,False
Hale Center ISD,22050,2020-2024,Texas,62257.0,12234.0,HALE CENTER ISD,095903,Spring 2026,728.0,537.0,73.76373626373626,False
Hallettsville ISD,22120,2020-2024,Texas,68403.0,11811.0,HALLETTSVILLE ISD,143901,Spring 2026,1392.0,1170.0,84.05172413793103,False
