income_district,district_code,year,state,median_household_income,income_moe,staar_district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct,is_sa_area
Marion ISD,29100,2020-2024,Texas,84853.0,11833.0,MARION ISD,094904,Spring 2026,2435.0,1843.0,75.68788501026694,False
Marlin ISD,29130,2020-2024,Texas,43381.0,9773.0,MARLIN ISD,073903,Spring 2026,1053.0,519.0,49.287749287749286,False
Marshall ISD,29160,2020-2024,Texas,57965.0,4396.0,MARSHALL ISD,102902,Spring 2026,5916.0,3784.0,63.96213657876943,False
Mart ISD,29190,2020-2024,Texas,78393.0,13261.0,MART ISD,161908,Spring 2026,747.0,574.0,76.84069611780455,False
Martins Mill ISD,29220,2020-2024,Texas,70820.0,26941.0,MARTINS MILL ISD,234905,Spring 2026,610.0,513.0,84.09836065573771,False
Martinsville ISD,29250,2020-2024,Texas,67031.0,8346.0,MARTINSVILLE ISD,174909,Spring 2026,406.0,318.0,78.32512315270937,False
Mason ISD,29280,2020-2024,Texas,74328.0,6993.0,MASON ISD,157901,Spring 2026,935.0,836.0,89.41176470588236,False
Matagorda ISD,29370,2020-2024,Texas,43676.0,25683.0,MATAGORDA ISD,158904,Spring 2026,147.0,104.0,70.74829931972789,False
Mathis ISD,29400,2020-2024,Texas,45367.0,10514.0,MATHIS ISD,205904,Spring 2026,1842.0,1299.0,70.52117263843648,False
Maud ISD,29460,2020-2024,Texas,60441.0,12630.0,MAUD ISD,019903,Spring 2026,642.0,497.0,77.41433021806854,False
May ISD,29520,2020-2024,Texas,49750.0,9020.0,MAY ISD,025905,Spring 2026,311.0,221.0,71.06109324758843,False
Maypearl ISD,29580,2020-2024,Texas,93514.0,13381.0,MAYPEARL ISD,070915,Spring 2026,1540.0,1084.0,70.3896103896104,False
McAllen ISD,29670,2020-2024,Texas,58719.0,2738.0,MCALLEN ISD,108906,Spring 2026,24953.0,20146.0,80.7357832725524,False
McCamey ISD,29700,2020-2024,Texas,39423.0,18354.0,MCCAMEY ISD,231901,Spring 2026,665.0,417.0,62.70676691729323,False
McDade ISD,29760,2020-2024,Texas,77750.0,27324.0,MCDADE ISD,011905,Spring 2026,517.0,348.0,67.31141199226306,False
McGregor ISD,29820,2020-2024,Texas,86000.0,15518.0,MCGREGOR ISD,161909,Spring 2026,1959.0,1408.0,71.87340479836651,False
McKinney ISD,29850,2020-2024,Texas,118747.0,5821.0,MCKINNEY ISD,043907,Spring 2026,31984.0,25500.0,79.72736368184093,False
McLean ISD,29880,2020-2024,Texas,71442.0,38046.0,MCLEAN ISD,090903,Spring 2026,239.0,181.0,75.73221757322176,False
McLeod ISD,29910,2020-2024,Texas,53750.0,18396.0,MCLEOD ISD,034906,Spring 2026,634.0,533.0,84.06940063091483,False
McMullen County ISD,29940,2020-2024,Texas,43875.0,13683.0,MCMULLEN COUNTY ISD,162904,Spring 2026,363.0,341.0,93.93939393939394,False
Meadow ISD,30000,2020-2024,Texas,59444.0,44285.0,MEADOW ISD,223902,Spring 2026,268.0,192.0,71.64179104477611,False
Medina ISD,30030,2020-2024,Texas,82813.0,19973.0,MEDINA ISD,010901,Spring 2026,309.0,224.0,72.49190938511327,False
Medina Valley ISD,30060,2020-2024,Texas,99115.0,6604.0,MEDINA VALLEY ISD,163908,Spring 2026,14469.0,10958.0,75.73432856451724,True
Melissa ISD,30120,2020-2024,Texas,138846.0,7879.0,MELISSA ISD,043908,Spring 2026,11279.0,9626.0,85.34444542955936,False
Memphis ISD,30180,2020-2024,Texas,47917.0,14471.0,MEMPHIS ISD,096904,Spring 2026,438.0,354.0,80.82191780821918,False
Menard ISD,30210,2020-2024,Texas,53043.0,18990.0,MENARD ISD,164901,Spring 2026,289.0,220.0,76.12456747404845,False
Mercedes ISD,30250,2020-2024,Texas,37280.0,12050.0,MERCEDES ISD,108907,Spring 2026,5102.0,3096.0,60.68208545668365,False
Meridian ISD,30300,2020-2024,Texas,70000.0,16558.0,MERIDIAN ISD,018902,Spring 2026,399.0,232.0,58.1453634085213,False
Merkel ISD,30340,2020-2024,Texas,63393.0,10144.0,MERKEL ISD,221904,Spring 2026,1466.0,1086.0,74.07912687585267,False
Mesquite ISD,30390,2020-2024,Texas,71595.0,3110.0,MESQUITE ISD,057914,Spring 2026,48682.0,32754.0,67.28154143215151,False
Mexia ISD,30420,2020-2024,Texas,53498.0,5218.0,MEXIA ISD,147903,Spring 2026,2310.0,1461.0,63.24675324675325,False
Meyersville ISD,30450,2020-2024,Texas,69417.0,19080.0,MEYERSVILLE ISD,062906,Spring 2026,196.0,157.0,80.10204081632652,False
Miami ISD,30480,2020-2024,Texas,68529.0,18683.0,MIAMI ISD,197902,Spring 2026,246.0,216.0,87.8048780487805,False
Midland ISD,30570,2020-2024,Texas,90403.0,5785.0,MIDLAND ISD,165901,Spring 2026,38824.0,26446.0,68.11765917988872,False
Midlothian ISD,30600,2020-2024,Texas,131167.0,8483.0,MIDLOTHIAN ISD,070908,Spring 2026,15887.0,13265.0,83.49594007679234,False
Midway ISD (Clay and Jack Counties),30660,2020-2024,Texas,107500.0,40062.0,MIDWAY ISD,039905,Spring 2026,158.0,115.0,72.78481012658227,False
Midway ISD (McLennan County),30640,2020-2024,Texas,95241.0,7603.0,MIDWAY ISD,161903,Spring 2026,11510.0,9753.0,84.73501303214596,False
Milano ISD,30690,2020-2024,Texas,61786.0,15774.0,MILANO ISD,166903,Spring 2026,499.0,431.0,86.37274549098196,False
Mildred ISD,30720,2020-2024,Texas,88115.0,13068.0,MILDRED ISD,175910,Spring 2026,1260.0,952.0,75.55555555555556,False
Miles ISD,30750,2020-2024,Texas,83906.0,20083.0,MILES ISD,200902,Spring 2026,687.0,621.0,90.39301310043668,False
Milford ISD,30780,2020-2024,Texas,61225.0,17568.0,MILFORD ISD,070909,Spring 2026,365.0,188.0,51.50684931506849,False
Miller Grove ISD,30810,2020-2024,Texas,87368.0,34253.0,MILLER GROVE ISD,112907,Spring 2026,454.0,383.0,84.36123348017621,False
Millsap ISD,30870,2020-2024,Texas,106628.0,23955.0,MILLSAP ISD,184904,Spring 2026,1451.0,1135.0,78.22191592005512,False
Mineola ISD,30930,2020-2024,Texas,59063.0,7325.0,MINEOLA ISD,250903,Spring 2026,2387.0,1892.0,79.26267281105991,False
Mineral Wells ISD,30950,2020-2024,Texas,61827.0,6613.0,MINERAL WELLS ISD,182903,Spring 2026,4186.0,2807.0,67.05685618729098,False
Mission CISD,31040,2020-2024,Texas,51194.0,3110.0,MISSION CISD,108908,Spring 2026,16620.0,11703.0,70.41516245487365,False
Monahans-Wickett-Pyote ISD,31170,2020-2024,Texas,66026.0,19741.0,MONAHANS-WICKETT-PYOTE ISD,238902,Spring 2026,2790.0,1935.0,69.35483870967742,False
Montague ISD,31200,2020-2024,Texas,59167.0,28425.0,MONTAGUE ISD,169908,Spring 2026,222.0,200.0,90.09009009009009,False
Monte Alto ISD,31230,2020-2024,Texas,40318.0,15878.0,MONTE ALTO ISD,108915,Spring 2026,1030.0,688.0,66.79611650485437,False
Montgomery ISD,31260,2020-2024,Texas,114127.0,13058.0,MONTGOMERY ISD,170903,Spring 2026,13595.0,11431.0,84.08238322912835,False
Moody ISD,31290,2020-2024,Texas,86778.0,9569.0,MOODY ISD,161910,Spring 2026,976.0,761.0,77.97131147540983,False
Moran ISD,31320,2020-2024,Texas,64615.0,27897.0,MORAN ISD,209902,Spring 2026,124.0,64.0,51.61290322580645,False
Morgan ISD,31380,2020-2024,Texas,57500.0,10306.0,MORGAN ISD,018903,Spring 2026,191.0,113.0,59.16230366492147,False
Morgan Mill ISD,31410,2020-2024,Texas,90500.0,49746.0,MORGAN MILL ISD,072910,Spring 2026,132.0,71.0,53.78787878787878,False
Morton ISD,31470,2020-2024,Texas,40417.0,10360.0,MORTON ISD,040901,Spring 2026,425.0,260.0,61.1764705882353,False
Motley County ISD,31500,2020-2024,Texas,62813.0,13965.0,MOTLEY COUNTY ISD,173901,Spring 2026,216.0,184.0,85.18518518518519,False
Moulton ISD,31560,2020-2024,Texas,59464.0,3213.0,MOULTON ISD,143902,Spring 2026,343.0,262.0,76.38483965014578,False
Mount Calm ISD,31620,2020-2024,Texas,59375.0,18104.0,MOUNT CALM ISD,109910,Spring 2026,222.0,159.0,71.62162162162163,False
Mount Enterprise ISD,31650,2020-2024,Texas,70685.0,15604.0,MOUNT ENTERPRISE ISD,201907,Spring 2026,630.0,502.0,79.68253968253968,False
Mount Pleasant ISD,31760,2020-2024,Texas,53933.0,3502.0,MOUNT PLEASANT ISD,225902,Spring 2026,6207.0,4733.0,76.25261801192202,False
Mount Vernon ISD,31770,2020-2024,Texas,73614.0,9005.0,MOUNT VERNON ISD,080901,Spring 2026,1906.0,1555.0,81.58447009443861,False
Muenster ISD,31860,2020-2024,Texas,90944.0,6411.0,MUENSTER ISD,049902,Spring 2026,735.0,654.0,88.9795918367347,False
Muleshoe ISD,31890,2020-2024,Texas,61775.0,16350.0,MULESHOE ISD,009901,Spring 2026,1650.0,1120.0,67.87878787878789,False
Mullin ISD,31920,2020-2024,Texas,56141.0,7654.0,MULLIN ISD,167902,Spring 2026,268.0,139.0,51.865671641791046,False
Mumford ISD,31950,2020-2024,Texas,35724.0,18962.0,MUMFORD ISD,198906,Spring 2026,719.0,690.0,95.96662030598053,False
Munday CISD,31970,2020-2024,Texas,60824.0,7150.0,MUNDAY CISD,138903,Spring 2026,486.0,395.0,81.27572016460906,False
Murchison ISD,32010,2020-2024,Texas,59917.0,21479.0,MURCHISON ISD,107908,Spring 2026,218.0,148.0,67.88990825688074,False
Nacogdoches ISD,32090,2020-2024,Texas,49824.0,5221.0,NACOGDOCHES ISD,174904,Spring 2026,7228.0,4313.0,59.670724958494745,False
Natalia ISD,32130,2020-2024,Texas,75798.0,10893.0,NATALIA ISD,163903,Spring 2026,1675.0,1057.0,63.104477611940304,False
Navarro ISD,32160,2020-2024,Texas,98125.0,12252.0,NAVARRO ISD,094903,Spring 2026,4177.0,3317.0,79.41106056978693,False
Navasota ISD,32190,2020-2024,Texas,68088.0,5637.0,NAVASOTA ISD,093904,Spring 2026,3965.0,2689.0,67.81841109709961,False
Nazareth ISD,32220,2020-2024,Texas,84625.0,75621.0,NAZARETH ISD,035903,Spring 2026,307.0,297.0,96.74267100977198,False
Neches ISD,32250,2020-2024,Texas,84063.0,17292.0,NECHES ISD,001906,Spring 2026,425.0,371.0,87.29411764705883,False
Nederland ISD,32280,2020-2024,Texas,77596.0,6633.0,NEDERLAND ISD,123905,Spring 2026,7145.0,6045.0,84.60461861441567,False
Needville ISD,32310,2020-2024,Texas,92120.0,18264.0,NEEDVILLE ISD,079906,Spring 2026,5102.0,4476.0,87.73030184241473,False
New Boston ISD,32340,2020-2024,Texas,67729.0,8958.0,NEW BOSTON ISD,019905,Spring 2026,1355.0,1006.0,74.24354243542436,False
New Braunfels ISD,32370,2020-2024,Texas,98942.0,6666.0,NEW BRAUNFELS ISD,046901,Spring 2026,13694.0,10715.0,78.24594713012999,False
New Caney ISD,32400,2020-2024,Texas,85629.0,4794.0,NEW CANEY ISD,170908,Spring 2026,26144.0,17578.0,67.23531211750307,False
New Deal ISD,32430,2020-2024,Texas,88698.0,10554.0,NEW DEAL ISD,152902,Spring 2026,959.0,712.0,74.24400417101147,False
New Diana ISD,32460,2020-2024,Texas,92632.0,25528.0,NEW DIANA ISD,230906,Spring 2026,1589.0,1347.0,84.77029578351164,False
New Home ISD,32490,2020-2024,Texas,101520.0,3486.0,NEW HOME ISD,153905,Spring 2026,879.0,757.0,86.12059158134244,False
New Summerfield ISD,32610,2020-2024,Texas,70139.0,33824.0,NEW SUMMERFIELD ISD,037908,Spring 2026,687.0,547.0,79.62154294032024,False
New Waverly ISD,32640,2020-2024,Texas,58813.0,9958.0,NEW WAVERLY ISD,236901,Spring 2026,1464.0,1207.0,82.44535519125684,False
Newcastle ISD,32700,2020-2024,Texas,74191.0,30205.0,NEWCASTLE ISD,252902,Spring 2026,283.0,243.0,85.86572438162544,False
Newton ISD,32730,2020-2024,Texas,39682.0,7808.0,NEWTON ISD,176902,Spring 2026,1297.0,886.0,68.31148804934463,False
Nixon-Smiley CISD,32740,2020-2024,Texas,54932.0,12590.0,NIXON-SMILEY CISD,089903,Spring 2026,1236.0,853.0,69.01294498381877,False
Nocona ISD,32790,2020-2024,Texas,52569.0,10449.0,NOCONA ISD,169902,Spring 2026,976.0,754.0,77.25409836065575,False
Nordheim ISD,32880,2020-2024,Texas,44013.0,16728.0,NORDHEIM ISD,062902,Spring 2026,165.0,132.0,80.0,False
Normangee ISD,32910,2020-2024,Texas,68818.0,19075.0,NORMANGEE ISD,145906,Spring 2026,810.0,642.0,79.25925925925927,False
North East ISD,32940,2020-2024,Texas,79074.0,1581.0,NORTH EAST ISD,015910,Spring 2026,71494.0,54969.0,76.88617226620416,True
North Hopkins ISD,32970,2020-2024,Texas,64939.0,16238.0,NORTH HOPKINS ISD,112906,Spring 2026,664.0,537.0,80.87349397590361,False
North Lamar ISD,33010,2020-2024,Texas,81750.0,12935.0,NORTH LAMAR ISD,139911,Spring 2026,3181.0,2342.0,73.62464633762967,False
North Zulch ISD,33030,2020-2024,Texas,79875.0,19848.0,NORTH ZULCH ISD,154903,Spring 2026,453.0,389.0,85.8719646799117,False
Northside ISD (Wilbarger County),33090,2020-2024,Texas,83229.0,24798.0,NORTHSIDE ISD,244905,Spring 2026,335.0,247.0,73.73134328358208,False
"Northside ISD (Bandera, Bexar, and Medina Counties)",33120,2020-2024,Texas,80406.0,1191.0,NORTHSIDE ISD,015915,Spring 2026,127031.0,95971.0,75.54927537372768,True
Northwest ISD,33180,2020-2024,Texas,127922.0,6842.0,NORTHWEST ISD,061911,Spring 2026,43625.0,34403.0,78.86074498567335,False
Nueces Canyon CISD,33240,2020-2024,Texas,37895.0,10219.0,NUECES CANYON CISD,069902,Spring 2026,273.0,223.0,81.68498168498168,False
Nursery ISD,33270,2020-2024,Texas,80313.0,17914.0,NURSERY ISD,235904,Spring 2026,156.0,140.0,89.74358974358975,False
O'Donnell ISD,33390,2020-2024,Texas,70192.0,9256.0,O'DONNELL ISD,153903,Spring 2026,270.0,198.0,73.33333333333333,False
Oakwood ISD,33340,2020-2024,Texas,53073.0,10679.0,OAKWOOD ISD,145907,Spring 2026,273.0,183.0,67.03296703296702,False
Odem-Edroy ISD,33360,2020-2024,Texas,71397.0,16523.0,ODEM-EDROY ISD,205905,Spring 2026,1159.0,887.0,76.53149266609147,False
Oglesby ISD,33420,2020-2024,Texas,60238.0,14547.0,OGLESBY ISD,050904,Spring 2026,349.0,263.0,75.35816618911176,False
Olfen ISD,33570,2020-2024,Texas,64167.0,18574.0,OLFEN ISD,200906,Spring 2026,160.0,106.0,66.25,False
Olney ISD,33630,2020-2024,Texas,44053.0,8706.0,OLNEY ISD,252903,Spring 2026,864.0,699.0,80.90277777777779,False
Olton ISD,33660,2020-2024,Texas,61375.0,6010.0,OLTON ISD,140905,Spring 2026,742.0,559.0,75.33692722371967,False
Onalaska ISD,33690,2020-2024,Texas,70252.0,6753.0,ONALASKA ISD,187910,Spring 2026,1567.0,1190.0,75.9412890874282,False
Orange Grove ISD,33720,2020-2024,Texas,64638.0,15844.0,ORANGE GROVE ISD,125903,Spring 2026,2117.0,1712.0,80.86915446386396,False
Orangefield ISD,33780,2020-2024,Texas,84639.0,18127.0,ORANGEFIELD ISD,181905,Spring 2026,2278.0,1828.0,80.24582967515364,False
Ore City ISD,33840,2020-2024,Texas,67388.0,17071.0,ORE CITY ISD,230903,Spring 2026,1033.0,742.0,71.8296224588577,False
Overton ISD,33870,2020-2024,Texas,70185.0,23895.0,OVERTON ISD,201908,Spring 2026,675.0,444.0,65.77777777777779,False
Paducah ISD,33900,2020-2024,Texas,49688.0,25883.0,PADUCAH ISD,051901,Spring 2026,202.0,141.0,69.80198019801979,False
Paint Creek ISD,33960,2020-2024,Texas,69375.0,34518.0,PAINT CREEK ISD,104907,Spring 2026,168.0,135.0,80.35714285714286,False
Paint Rock ISD,33980,2020-2024,Texas,57125.0,14398.0,PAINT ROCK ISD,048903,Spring 2026,450.0,252.0,56.00000000000001,False
Palacios ISD,34020,2020-2024,Texas,64922.0,7479.0,PALACIOS ISD,158905,Spring 2026,1639.0,1185.0,72.30018303843806,False
Palestine ISD,34050,2020-2024,Texas,58908.0,8775.0,PALESTINE ISD,001907,Spring 2026,4185.0,2845.0,67.98088410991637,False
Palmer ISD,34110,2020-2024,Texas,106652.0,16738.0,PALMER ISD,070910,Spring 2026,1819.0,1536.0,84.44200109950522,False
Palo Pinto ISD,34140,2020-2024,Texas,77417.0,10161.0,PALO PINTO ISD,182906,Spring 2026,94.0,91.0,96.80851063829788,False
Pampa ISD,34170,2020-2024,Texas,57351.0,6603.0,PAMPA ISD,090904,Spring 2026,4102.0,2744.0,66.89419795221842,False
Panhandle ISD,34230,2020-2024,Texas,86630.0,3477.0,PANHANDLE ISD,033902,Spring 2026,758.0,663.0,87.46701846965699,False
Panther Creek CISD,7,2020-2024,Texas,61583.0,7977.0,PANTHER CREEK CISD,042905,Spring 2026,211.0,139.0,65.87677725118483,False
Paradise ISD,34260,2020-2024,Texas,103333.0,26423.0,PARADISE ISD,249906,Spring 2026,1889.0,1560.0,82.58337744838539,False
Paris ISD,34290,2020-2024,Texas,46246.0,4128.0,PARIS ISD,139909,Spring 2026,4723.0,3200.0,67.75354647469828,False
Pasadena ISD,34320,2020-2024,Texas,63162.0,2316.0,PASADENA ISD,101917,Spring 2026,57583.0,40805.0,70.86292829480924,False
Patton Springs ISD,34380,2020-2024,Texas,52778.0,8924.0,PATTON SPRINGS ISD,063906,Spring 2026,20.0,0.0,0.0,False
Pawnee ISD,34410,2020-2024,Texas,56964.0,31430.0,PAWNEE ISD,013902,Spring 2026,191.0,138.0,72.25130890052355,False
Pearland ISD,34440,2020-2024,Texas,114890.0,5310.0,PEARLAND ISD,020908,Spring 2026,28241.0,24362.0,86.26465068517403,False
Pearsall ISD,34470,2020-2024,Texas,63545.0,11761.0,PEARSALL ISD,082903,Spring 2026,2496.0,1580.0,63.30128205128205,False
Peaster ISD,34500,2020-2024,Texas,118199.0,18763.0,PEASTER ISD,184908,Spring 2026,2370.0,1924.0,81.18143459915612,False
Pecos-Barstow-Toyah ISD,34550,2020-2024,Texas,65023.0,11661.0,PECOS-BARSTOW-TOYAH ISD,195901,Spring 2026,3722.0,2417.0,64.93820526598603,False
Penelope ISD,34560,2020-2024,Texas,57604.0,18391.0,PENELOPE ISD,109914,Spring 2026,286.0,216.0,75.52447552447552,False
Perrin-Whitt CISD,34630,2020-2024,Texas,89167.0,14527.0,PERRIN-WHITT CISD,119903,Spring 2026,413.0,313.0,75.78692493946731,False
Perryton ISD,34650,2020-2024,Texas,70671.0,9400.0,PERRYTON ISD,179901,Spring 2026,2441.0,1901.0,77.87791888570258,False
Petersburg ISD,34680,2020-2024,Texas,53750.0,14117.0,PETERSBURG ISD,095904,Spring 2026,285.0,213.0,74.73684210526315,False
Petrolia CISD,34710,2020-2024,Texas,77961.0,11186.0,PETROLIA CISD,039903,Spring 2026,630.0,481.0,76.34920634920634,False
Pettus ISD,34770,2020-2024,Texas,70250.0,11519.0,PETTUS ISD,013903,Spring 2026,534.0,408.0,76.40449438202246,False
Pewitt CISD,34800,2020-2024,Texas,56139.0,3524.0,PEWITT CISD,172905,Spring 2026,1011.0,814.0,80.51434223541048,False
Pflugerville ISD,34830,2020-2024,Texas,101238.0,4039.0,PFLUGERVILLE ISD,227904,Spring 2026,33434.0,24449.0,73.12615899982055,False
Pharr-San Juan-Alamo ISD,34860,2020-2024,Texas,53932.0,3559.0,PHARR-SAN JUAN-ALAMO ISD,108909,Spring 2026,35320.0,26447.0,74.87825594563986,False
Pilot Point ISD,34920,2020-2024,Texas,97854.0,24379.0,PILOT POINT ISD,061903,Spring 2026,2398.0,1654.0,68.97414512093411,False
Pine Tree ISD,34980,2020-2024,Texas,68743.0,3790.0,PINE TREE ISD,092904,Spring 2026,5877.0,4607.0,78.39033520503659,False
Pittsburg ISD,35010,2020-2024,Texas,59172.0,8002.0,PITTSBURG ISD,032902,Spring 2026,2824.0,2382.0,84.3484419263456,False
Plains ISD,35040,2020-2024,Texas,76360.0,10000.0,PLAINS ISD,251902,Spring 2026,511.0,379.0,74.16829745596868,False
Plainview ISD,35070,2020-2024,Texas,47663.0,6076.0,PLAINVIEW ISD,095905,Spring 2026,5000.0,3218.0,64.36,False
Plano ISD,35100,2020-2024,Texas,105159.0,2320.0,PLANO ISD,043910,Spring 2026,57977.0,45555.0,78.57426220742708,False
Pleasant Grove ISD,35130,2020-2024,Texas,93968.0,11512.0,PLEASANT GROVE ISD,019912,Spring 2026,3179.0,2786.0,87.63762189367725,False
Pleasanton ISD,35190,2020-2024,Texas,66925.0,8049.0,PLEASANTON ISD,007905,Spring 2026,4286.0,2916.0,68.03546430237985,False
Plemons-Stinnett-Phillips CISD,41580,2020-2024,Texas,48356.0,8504.0,PLEMONS-STINNETT-PHILLIPS CISD,117904,Spring 2026,694.0,563.0,81.12391930835734,False
Point Isabel ISD,35250,2020-2024,Texas,62596.0,4846.0,POINT ISABEL ISD,031909,Spring 2026,2256.0,1579.0,69.99113475177306,False
Ponder ISD,35310,2020-2024,Texas,101603.0,15704.0,PONDER ISD,061906,Spring 2026,2388.0,1846.0,77.30318257956449,False
Poolville ISD,35340,2020-2024,Texas,66548.0,1761.0,POOLVILLE ISD,184901,Spring 2026,1040.0,744.0,71.53846153846153,False
Port Aransas ISD,35370,2020-2024,Texas,91106.0,24830.0,PORT ARANSAS ISD,178908,Spring 2026,799.0,664.0,83.10387984981227,False
Port Arthur ISD,35400,2020-2024,Texas,42827.0,3754.0,PORT ARTHUR ISD,123907,Spring 2026,9925.0,6077.0,61.22921914357683,False
Port Neches-Groves ISD,35430,2020-2024,Texas,81914.0,8598.0,PORT NECHES-GROVES ISD,123908,Spring 2026,7347.0,5730.0,77.99101674152715,False
Post ISD,35490,2020-2024,Texas,46081.0,16095.0,POST ISD,085902,Spring 2026,838.0,534.0,63.72315035799523,False
Poteet ISD,35520,2020-2024,Texas,62625.0,26771.0,POTEET ISD,007906,Spring 2026,2286.0,1460.0,63.86701662292214,False
Poth ISD,35550,2020-2024,Texas,73162.0,12331.0,POTH ISD,247904,Spring 2026,1358.0,1175.0,86.52430044182621,False
Pottsboro ISD,35580,2020-2024,Texas,79710.0,10159.0,POTTSBORO ISD,091913,Spring 2026,1805.0,1579.0,87.4792243767313,False
Prairie Lea ISD,35700,2020-2024,Texas,66827.0,39477.0,PRAIRIE LEA ISD,028906,Spring 2026,360.0,167.0,46.38888888888889,False
Prairie Valley ISD,35730,2020-2024,Texas,59600.0,15911.0,PRAIRIE VALLEY ISD,169909,Spring 2026,158.0,121.0,76.58227848101265,False
Prairiland ISD,35740,2020-2024,Texas,67806.0,10727.0,PRAIRILAND ISD,139912,Spring 2026,1435.0,1182.0,82.36933797909408,False
Premont ISD,35760,2020-2024,Texas,47878.0,5218.0,PREMONT ISD,125905,Spring 2026,983.0,636.0,64.6998982706002,False
Presidio ISD,35800,2020-2024,Texas,42818.0,23580.0,PRESIDIO ISD,189902,Spring 2026,1477.0,891.0,60.32498307379824,False
Priddy ISD,35820,2020-2024,Texas,61875.0,21168.0,PRIDDY ISD,167904,Spring 2026,105.0,69.0,65.71428571428571,False
Princeton ISD,35850,2020-2024,Texas,100333.0,5182.0,PRINCETON ISD,043911,Spring 2026,15671.0,11258.0,71.83970391168401,False
Pringle-Morse CISD,35890,2020-2024,Texas,64038.0,4245.0,PRINGLE-MORSE CISD,098903,Spring 2026,156.0,120.0,76.92307692307693,False
Progreso ISD,35910,2020-2024,Texas,39806.0,30179.0,PROGRESO ISD,108910,Spring 2026,1782.0,1277.0,71.66105499438832,False
Prosper ISD,36000,2020-2024,Texas,174840.0,7313.0,PROSPER ISD,043912,Spring 2026,46021.0,41314.0,89.7720605810391,False
Quanah ISD,36180,2020-2024,Texas,62283.0,15069.0,QUANAH ISD,099903,Spring 2026,498.0,398.0,79.91967871485943,False
Queen City ISD,36210,2020-2024,Texas,47616.0,7748.0,QUEEN CITY ISD,034907,Spring 2026,1057.0,788.0,74.55061494796594,False
Quinlan ISD,36240,2020-2024,Texas,68859.0,8176.0,QUINLAN ISD,116908,Spring 2026,3813.0,2590.0,67.92551796485706,False
Quitman ISD,36300,2020-2024,Texas,57708.0,7974.0,QUITMAN ISD,250904,Spring 2026,1609.0,1267.0,78.74456183965196,False
Rains ISD,36360,2020-2024,Texas,66272.0,4534.0,RAINS ISD,190903,Spring 2026,2171.0,1480.0,68.17134960847537,False
Ralls ISD,36390,2020-2024,Texas,57993.0,8146.0,RALLS ISD,054903,Spring 2026,447.0,264.0,59.06040268456376,False
Ramirez CSD,36420,2020-2024,Texas,55417.0,22853.0,RAMIREZ CSD,066005,Spring 2026,26.0,0.0,0.0,False
Randolph Field ISD,36450,2020-2024,Texas,113250.0,22031.0,RANDOLPH FIELD ISD,015906,Spring 2026,1918.0,1825.0,95.1511991657977,True
Ranger ISD,36480,2020-2024,Texas,38538.0,10485.0,RANGER ISD,067907,Spring 2026,386.0,230.0,59.58549222797927,False
Rankin ISD,36510,2020-2024,Texas,71038.0,17664.0,RANKIN ISD,231902,Spring 2026,410.0,348.0,84.8780487804878,False
Raymondville ISD,36540,2020-2024,Texas,53978.0,10729.0,RAYMONDVILLE ISD,245903,Spring 2026,2343.0,1936.0,82.62910798122066,False
Reagan County ISD,36570,2020-2024,Texas,57813.0,16497.0,REAGAN COUNTY ISD,192901,Spring 2026,1030.0,687.0,66.69902912621359,False
Red Lick ISD,36630,2020-2024,Texas,102344.0,17145.0,RED LICK ISD,019911,Spring 2026,766.0,722.0,94.25587467362924,False
Red Oak ISD,36660,2020-2024,Texas,104420.0,8986.0,RED OAK ISD,070911,Spring 2026,8869.0,6310.0,71.1466907204871,False
Redwater ISD,36750,2020-2024,Texas,76250.0,20924.0,REDWATER ISD,019906,Spring 2026,1485.0,1253.0,84.37710437710437,False
Refugio ISD,36780,2020-2024,Texas,52727.0,20099.0,REFUGIO ISD,196903,Spring 2026,795.0,558.0,70.18867924528301,False
Ricardo ISD,36930,2020-2024,Texas,84345.0,10914.0,RICARDO ISD,137902,Spring 2026,914.0,791.0,86.54266958424508,False
Rice CISD,36970,2020-2024,Texas,65000.0,7517.0,RICE CISD,045903,Spring 2026,1762.0,1145.0,64.98297389330307,False
Rice ISD,36960,2020-2024,Texas,69712.0,22017.0,RICE ISD,175911,Spring 2026,1468.0,1089.0,74.1825613079019,False
Richards ISD,36990,2020-2024,Texas,87625.0,17669.0,RICHARDS ISD,093905,Spring 2026,301.0,216.0,71.76079734219269,False
Richardson ISD,37020,2020-2024,Texas,78676.0,2509.0,RICHARDSON ISD,057916,Spring 2026,45212.0,33219.0,73.4738564982748,False
Richland Springs ISD,37080,2020-2024,Texas,61976.0,21835.0,RICHLAND SPRINGS ISD,206902,Spring 2026,121.0,95.0,78.51239669421489,False
Riesel ISD,37110,2020-2024,Texas,78071.0,9716.0,RIESEL ISD,161912,Spring 2026,880.0,745.0,84.6590909090909,False
Rio Grande City Grulla ISD,37140,2020-2024,Texas,42795.0,3412.0,RIO GRANDE CITY GRULLA ISD,214901,Spring 2026,11761.0,8606.0,73.17404982569509,False
Rio Hondo ISD,37170,2020-2024,Texas,54190.0,12463.0,RIO HONDO ISD,031911,Spring 2026,1758.0,1162.0,66.09783845278726,False
Rio Vista ISD,37200,2020-2024,Texas,59219.0,11772.0,RIO VISTA ISD,126907,Spring 2026,1418.0,1099.0,77.50352609308887,False
Rising Star ISD,37230,2020-2024,Texas,41735.0,6196.0,RISING STAR ISD,067908,Spring 2026,203.0,138.0,67.98029556650246,False
