district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct
TULIA ISD,219903,Spring 2026,712.0,399.0,56.03932584269663
TULOSO-MIDWAY ISD,178912,Spring 2026,3379.0,2492.0,73.74963006806748
TURKEY-QUITAQUE ISD,096905,Spring 2026,172.0,133.0,77.32558139534885
TYLER ISD,212905,Spring 2026,17361.0,12007.0,69.16076262888082
UNION GROVE ISD,230908,Spring 2026,671.0,549.0,81.81818181818183
UNION HILL ISD,230904,Spring 2026,216.0,141.0,65.27777777777779
UNITED ISD,240903,Spring 2026,35999.0,27486.0,76.35212089224702
UTOPIA ISD,232904,Spring 2026,139.0,121.0,87.05035971223022
UVALDE CISD,232903,Spring 2026,3083.0,1455.0,47.1942912747324
VALENTINE ISD,122902,Spring 2026,30.0,0.0,0.0
VALLEY MILLS ISD,018904,Spring 2026,578.0,405.0,70.06920415224913
VALLEY VIEW ISD,049903,Spring 2026,870.0,547.0,62.87356321839081
VALLEY VIEW ISD,108916,Spring 2026,2858.0,2165.0,75.75227431770469
VAN ALSTYNE ISD,091908,Spring 2026,2792.0,2204.0,78.93982808022922
VAN ISD,234906,Spring 2026,2114.0,1487.0,70.34058656575213
VAN VLECK ISD,158906,Spring 2026,1014.0,694.0,68.44181459566076
VEGA ISD,180902,Spring 2026,328.0,291.0,88.71951219512195
VENUS ISD,126908,Spring 2026,2184.0,1248.0,57.14285714285714
VERIBEST ISD,226908,Spring 2026,215.0,173.0,80.46511627906978
VERNON ISD,244903,Spring 2026,1612.0,995.0,61.72456575682382
VICTORIA ISD,235902,Spring 2026,11173.0,7125.0,63.769802201736326
VIDOR ISD,181907,Spring 2026,3944.0,2571.0,65.18762677484787
VYSEHRAD ISD,143904,Spring 2026,39.0,0.0,0.0
WACO ISD,161914,Spring 2026,11709.0,5550.0,47.39943633102742
WAELDER ISD,089905,Spring 2026,241.0,139.0,57.676348547717836
WALCOTT ISD,059902,Spring 2026,150.0,129.0,86.0
WALL ISD,226906,Spring 2026,1417.0,1277.0,90.11997177134792
WALLER ISD,237904,Spring 2026,10177.0,6970.0,68.48776653237692
WALNUT BEND ISD,049908,Spring 2026,58.0,34.0,58.620689655172406
WALNUT SPRINGS ISD,018905,Spring 2026,163.0,105.0,64.41717791411043
WARREN ISD,229904,Spring 2026,1126.0,735.0,65.2753108348135
WASKOM ISD,102903,Spring 2026,703.0,465.0,66.14509246088194
WATER VALLEY ISD,226905,Spring 2026,317.0,248.0,78.23343848580441
WAXAHACHIE ISD,070912,Spring 2026,10760.0,7496.0,69.66542750929368
WEATHERFORD ISD,184903,Spring 2026,7862.0,5598.0,71.20325616891377
WEBB CISD,240904,Spring 2026,172.0,105.0,61.04651162790697
WEIMAR ISD,045905,Spring 2026,662.0,562.0,84.89425981873111
WELLINGTON ISD,044902,Spring 2026,414.0,366.0,88.40579710144928
WELLMAN-UNION CISD,223904,Spring 2026,292.0,214.0,73.28767123287672
WELLS ISD,037909,Spring 2026,223.0,144.0,64.57399103139014
WESLACO ISD,108913,Spring 2026,13952.0,9934.0,71.2012614678899
WEST HARDIN COUNTY CISD,100908,Spring 2026,494.0,325.0,65.78947368421053
WEST ISD,161916,Spring 2026,1226.0,1020.0,83.19738988580751
WEST ORANGE-COVE CISD,181906,Spring 2026,2057.0,1166.0,56.68449197860963
WEST OSO ISD,178915,Spring 2026,1683.0,941.0,55.91206179441473
WEST RUSK COUNTY CONSOLIDATED ISD,201914,Spring 2026,904.0,578.0,63.93805309734514
WEST SABINE ISD,202905,Spring 2026,596.0,390.0,65.43624161073825
WESTBROOK ISD,168903,Spring 2026,195.0,152.0,77.94871794871796
WESTHOFF ISD,062905,Spring 2026,126.0,106.0,84.12698412698413
WESTPHALIA ISD,073904,Spring 2026,182.0,172.0,94.5054945054945
WESTWOOD ISD,001908,Spring 2026,1196.0,629.0,52.59197324414716
WHARTON ISD,241904,Spring 2026,1442.0,700.0,48.54368932038835
WHEELER ISD,242903,Spring 2026,327.0,259.0,79.20489296636084
WHITE DEER ISD,033904,Spring 2026,288.0,227.0,78.81944444444444
WHITE OAK ISD,092908,Spring 2026,1344.0,1099.0,81.77083333333334
WHITE SETTLEMENT ISD,220920,Spring 2026,6371.0,4093.0,64.24423167477633
WHITEFACE CISD,040902,Spring 2026,253.0,193.0,76.28458498023716
WHITEHOUSE ISD,212906,Spring 2026,4688.0,3929.0,83.80972696245735
WHITESBORO ISD,091909,Spring 2026,1732.0,1272.0,73.44110854503464
WHITEWRIGHT ISD,091910,Spring 2026,762.0,606.0,79.52755905511812
WHITHARRAL ISD,110908,Spring 2026,198.0,188.0,94.94949494949495
WHITNEY ISD,109911,Spring 2026,1337.0,823.0,61.555721765145854
WICHITA FALLS ISD,243905,Spring 2026,11061.0,7198.0,65.07549046198355
WILDORADO ISD,180904,Spring 2026,173.0,136.0,78.61271676300578
WILLIS ISD,170904,Spring 2026,9174.0,6185.0,67.41879223893612
WILLS POINT ISD,234907,Spring 2026,2669.0,1667.0,62.45784938179093
WILSON ISD,153907,Spring 2026,113.0,64.0,56.63716814159292
WIMBERLEY ISD,105905,Spring 2026,2432.0,1979.0,81.3733552631579
WINDTHORST ISD,005904,Spring 2026,499.0,467.0,93.5871743486974
WINK-LOVING ISD,248902,Spring 2026,391.0,294.0,75.1918158567775
WINNSBORO ISD,250907,Spring 2026,1290.0,929.0,72.01550387596899
WINONA ISD,212910,Spring 2026,1120.0,679.0,60.62499999999999
WINTERS ISD,200904,Spring 2026,439.0,303.0,69.02050113895216
WODEN ISD,174906,Spring 2026,824.0,654.0,79.36893203883496
WOLFE CITY ISD,116909,Spring 2026,677.0,492.0,72.67355982274741
WOODSBORO ISD,196902,Spring 2026,385.0,217.0,56.36363636363636
WOODSON ISD,224902,Spring 2026,138.0,92.0,66.66666666666666
WOODVILLE ISD,229903,Spring 2026,1057.0,664.0,62.819299905392626
WORTHAM ISD,081905,Spring 2026,506.0,319.0,63.04347826086957
WYLIE ISD,043914,Spring 2026,19069.0,16658.0,87.35644239341339
WYLIE ISD,221912,Spring 2026,5517.0,4716.0,85.48123980424144
YANTIS ISD,250905,Spring 2026,303.0,179.0,59.07590759075908
YOAKUM ISD,062903,Spring 2026,1152.0,828.0,71.875
YORKTOWN ISD,062904,Spring 2026,520.0,394.0,75.76923076923077
YSLETA ISD,071905,Spring 2026,29324.0,22761.0,77.61901514118128
ZAPATA COUNTY ISD,253901,Spring 2026,2920.0,1949.0,66.74657534246575
ZAVALLA ISD,003906,Spring 2026,252.0,179.0,71.03174603174604
ZEPHYR ISD,025906,Spring 2026,217.0,142.0,65.43778801843318
