district,tea_district_id,administration,tests_taken,approaches_count,approaches_pct
COAHOMA ISD,114902,Spring 2026,373,326.0,87.39946380697052
COLDSPRING-OAKHURST CISD,204901,Spring 2026,552,412.0,74.63768115942028
COLEMAN ISD,042901,Spring 2026,269,238.0,88.47583643122677
COLLEGE STATION ISD,021901,Spring 2026,5613,5031.0,89.63121325494387
COLLINSVILLE ISD,091902,Spring 2026,219,198.0,90.41095890410958
COLMESNEIL ISD,229901,Spring 2026,159,136.0,85.53459119496856
COLORADO ISD,168901,Spring 2026,301,226.0,75.08305647840533
COLUMBIA-BRAZORIA ISD,020907,Spring 2026,1236,873.0,70.63106796116504
COLUMBUS ISD,045902,Spring 2026,670,523.0,78.05970149253731
COMAL ISD,046902,Spring 2026,12369,11287.0,91.25232435928531
COMANCHE ISD,047901,Spring 2026,446,385.0,86.32286995515696
COMFORT ISD,130902,Spring 2026,410,352.0,85.85365853658537
COMMERCE ISD,116903,Spring 2026,549,427.0,77.77777777777779
COMMUNITY ISD,043918,Spring 2026,2083,1706.0,81.90110417666827
COMO-PICKTON CISD,112908,Spring 2026,279,258.0,92.47311827956989
COMSTOCK ISD,233903,Spring 2026,93,82.0,88.17204301075269
CONNALLY ISD,161921,Spring 2026,743,566.0,76.17765814266487
CONROE ISD,170902,Spring 2026,29058,25055.0,86.22410351710373
COOLIDGE ISD,147901,Spring 2026,117,101.0,86.32478632478633
COOPER ISD,060902,Spring 2026,295,269.0,91.18644067796609
COPPELL ISD,057922,Spring 2026,5488,5252.0,95.69970845481049
COPPERAS COVE ISD,050910,Spring 2026,3024,2507.0,82.90343915343915
CORPUS CHRISTI ISD,178904,Spring 2026,12808,10359.0,80.8791380387258
CORRIGAN-CAMDEN ISD,187904,Spring 2026,330,246.0,74.54545454545455
CORSICANA ISD,175903,Spring 2026,2403,1740.0,72.40948813982521
COTTON CENTER ISD,095902,Spring 2026,23,18.0,78.26086956521739
COTULLA ISD,142901,Spring 2026,432,350.0,81.01851851851852
COUPLAND ISD,246914,Spring 2026,11,11.0,100.0
COVINGTON ISD,109903,Spring 2026,122,89.0,72.95081967213115
CRANDALL ISD,129901,Spring 2026,3052,2394.0,78.44036697247707
CRANE ISD,052901,Spring 2026,664,501.0,75.45180722891565
CRANFILLS GAP ISD,018908,Spring 2026,57,52.0,91.22807017543859
CRAWFORD ISD,161901,Spring 2026,189,183.0,96.82539682539682
CROCKETT COUNTY CONSOLIDATED CSD,053001,Spring 2026,269,231.0,85.87360594795538
CROCKETT ISD,113901,Spring 2026,486,371.0,76.33744855967079
CROSBY ISD,101906,Spring 2026,2947,2350.0,79.74211062097048
CROSBYTON CISD,054901,Spring 2026,107,79.0,73.83177570093457
CROSS PLAINS ISD,030901,Spring 2026,152,132.0,86.8421052631579
CROSS ROADS ISD,107904,Spring 2026,165,156.0,94.54545454545455
CROWELL ISD,078901,Spring 2026,78,66.0,84.61538461538461
CROWLEY ISD,220912,Spring 2026,7538,5717.0,75.84239851419474
CRYSTAL CITY ISD,254901,Spring 2026,612,485.0,79.24836601307189
CUERO ISD,062901,Spring 2026,767,642.0,83.70273794002607
CULBERSON COUNTY-ALLAMOORE ISD,055901,Spring 2026,135,110.0,81.48148148148148
CUMBY COLLEGIATE ISD,112905,Spring 2026,149,121.0,81.20805369127517
CUSHING ISD,174902,Spring 2026,222,191.0,86.03603603603604
CYPRESS-FAIRBANKS ISD,101907,Spring 2026,46907,40926.0,87.24923785362526
D'HANIS ISD,163902,Spring 2026,128,119.0,92.96875
DAINGERFIELD-LONE STAR ISD,172902,Spring 2026,366,316.0,86.33879781420765
DALHART ISD,056901,Spring 2026,717,530.0,73.91910739191074
DALLAS ISD,057905,Spring 2026,48711,38936.0,79.93266407998193
DAMON ISD,020910,Spring 2026,1,0.0,0.0
DANBURY ISD,020904,Spring 2026,232,208.0,89.65517241379311
DARROUZETT ISD,148905,Spring 2026,38,31.0,81.57894736842105
DAWSON ISD,058902,Spring 2026,52,43.0,82.6923076923077
DAWSON ISD,175904,Spring 2026,272,207.0,76.10294117647058
DAYTON ISD,146902,Spring 2026,2377,1883.0,79.2175010517459
DE LEON ISD,047902,Spring 2026,206,191.0,92.71844660194175
DECATUR ISD,249905,Spring 2026,1480,1241.0,83.85135135135135
DEER PARK ISD,101908,Spring 2026,5043,4383.0,86.9125520523498
DEKALB ISD,019901,Spring 2026,398,334.0,83.91959798994975
DEL VALLE ISD,227910,Spring 2026,5152,3181.0,61.743012422360245
DELL CITY ISD,115903,Spring 2026,31,21.0,67.74193548387096
DENISON ISD,091903,Spring 2026,1789,1409.0,78.75908328675237
DENTON ISD,061901,Spring 2026,13198,10604.0,80.34550689498408
DENVER CITY ISD,251901,Spring 2026,644,491.0,76.24223602484473
DESOTO ISD,057906,Spring 2026,2671,2054.0,76.90003743916137
DETROIT ISD,194905,Spring 2026,169,144.0,85.20710059171599
DEVERS ISD,146903,Spring 2026,7,7.0,100.0
DEVINE ISD,163901,Spring 2026,753,633.0,84.06374501992032
DEWEYVILLE ISD,176903,Spring 2026,180,130.0,72.22222222222221
DIBOLL ISD,003905,Spring 2026,607,524.0,86.32619439868205
DICKINSON ISD,084901,Spring 2026,4962,4278.0,86.21523579201936
DILLEY ISD,082902,Spring 2026,269,199.0,73.97769516728626
DIME BOX ISD,144903,Spring 2026,58,38.0,65.51724137931035
DIMMITT ISD,035901,Spring 2026,497,394.0,79.27565392354124
DODD CITY ISD,074904,Spring 2026,127,119.0,93.7007874015748
DONNA ISD,108902,Spring 2026,5213,3609.0,69.23076923076923
DOUGLASS ISD,174911,Spring 2026,187,170.0,90.9090909090909
DRIPPING SPRINGS ISD,105904,Spring 2026,3356,3149.0,93.83194278903456
DRISCOLL ISD,178905,Spring 2026,15,15.0,100.0
DUBLIN ISD,072902,Spring 2026,373,342.0,91.68900804289544
DUMAS ISD,171901,Spring 2026,1454,1263.0,86.86382393397524
DUNCANVILLE ISD,057907,Spring 2026,5544,4139.0,74.65728715728716
EAGLE MT-SAGINAW ISD,220918,Spring 2026,10338,8436.0,81.60185722576901
EAGLE PASS ISD,159901,Spring 2026,3578,2985.0,83.42649524874231
EANES ISD,227909,Spring 2026,3447,3314.0,96.14157238178126
EARLY ISD,025909,Spring 2026,506,465.0,91.89723320158103
EAST BERNARD ISD,241902,Spring 2026,403,380.0,94.29280397022333
EAST CENTRAL ISD,015911,Spring 2026,5280,3841.0,72.74621212121211
EAST CHAMBERS ISD,036903,Spring 2026,657,572.0,87.06240487062405
EASTLAND ISD,067903,Spring 2026,348,300.0,86.20689655172413
ECTOR COUNTY ISD,068901,Spring 2026,12149,9019.0,74.23656268005597
ECTOR ISD,074905,Spring 2026,86,69.0,80.23255813953489
EDCOUCH-ELSA ISD,108903,Spring 2026,1759,1147.0,65.20750426378625
EDEN CISD,048901,Spring 2026,80,58.0,72.5
EDGEWOOD ISD,015905,Spring 2026,2901,1873.0,64.56394346776973
EDGEWOOD ISD,234903,Spring 2026,441,390.0,88.43537414965986
EDINBURG CISD,108904,Spring 2026,12357,9714.0,78.61131342558873
EDNA ISD,120901,Spring 2026,518,467.0,90.15444015444015
EL CAMPO ISD,241903,Spring 2026,1303,1091.0,83.7298541826554
EL PASO ISD,071902,Spring 2026,21963,17355.0,79.01925966398034
ELECTRA ISD,243902,Spring 2026,166,139.0,83.73493975903614
ELGIN ISD,011902,Spring 2026,2606,1703.0,65.34919416730621
ELKHART ISD,001903,Spring 2026,424,393.0,92.68867924528303
ELYSIAN FIELDS ISD,102906,Spring 2026,253,226.0,89.32806324110672
ENNIS ISD,070903,Spring 2026,2528,1975.0,78.125
ERA ISD,049906,Spring 2026,179,168.0,93.85474860335195
EULA ISD,030906,Spring 2026,140,129.0,92.14285714285714
EUSTACE ISD,107905,Spring 2026,698,591.0,84.67048710601719
EVADALE ISD,121906,Spring 2026,158,147.0,93.0379746835443
EVANT ISD,050901,Spring 2026,78,63.0,80.76923076923077
EVERMAN ISD,220904,Spring 2026,2140,1449.0,67.71028037383178
EXCELSIOR ISD,210906,Spring 2026,24,16.0,66.66666666666666
EZZELL ISD,143906,Spring 2026,29,24.0,82.75862068965517
FABENS ISD,071903,Spring 2026,822,578.0,70.31630170316302
FAIRFIELD ISD,081902,Spring 2026,665,565.0,84.9624060150376
FALLS CITY ISD,128904,Spring 2026,176,172.0,97.72727272727273
FANNINDEL ISD,060914,Spring 2026,51,31.0,60.78431372549019
FARMERSVILLE ISD,043904,Spring 2026,1010,911.0,90.1980198019802
FARWELL ISD,185902,Spring 2026,248,221.0,89.11290322580645
FAYETTEVILLE ISD,075906,Spring 2026,129,121.0,93.7984496124031
FERRIS ISD,070905,Spring 2026,1167,981.0,84.06169665809769
FLATONIA ISD,075901,Spring 2026,240,225.0,93.75
FLORENCE ISD,246902,Spring 2026,454,389.0,85.68281938325991
FLORESVILLE ISD,247901,Spring 2026,1718,1371.0,79.80209545983702
FLOUR BLUFF ISD,178914,Spring 2026,2324,2154.0,92.68502581755594
FLOYDADA COLLEGIATE ISD,077901,Spring 2026,234,180.0,76.92307692307693
FOLLETT ISD,148902,Spring 2026,61,45.0,73.77049180327869
FORESTBURG ISD,169910,Spring 2026,69,60.0,86.95652173913044
FORNEY ISD,129902,Spring 2026,8158,6378.0,78.18092669772003
FORSAN ISD,114904,Spring 2026,245,216.0,88.16326530612245
FORT BEND ISD,079907,Spring 2026,34630,29859.0,86.2229280970257
FORT ELLIOTT CISD,242906,Spring 2026,57,50.0,87.71929824561403
FORT STOCKTON ISD,186902,Spring 2026,4926,2903.0,58.93219650832319
FORT WORTH ISD,220905,Spring 2026,29855,21120.0,70.7419192765031
FRANKLIN ISD,198903,Spring 2026,534,507.0,94.9438202247191
FRANKSTON ISD,001904,Spring 2026,287,263.0,91.63763066202091
FREDERICKSBURG ISD,086901,Spring 2026,1326,1126.0,84.91704374057315
FREER ISD,066903,Spring 2026,277,226.0,81.58844765342961
FRENSHIP ISD,152907,Spring 2026,4645,3894.0,83.83207750269106
FRIENDSWOOD ISD,084911,Spring 2026,2526,2384.0,94.37846397466349
FRIONA ISD,185903,Spring 2026,364,306.0,84.06593406593407
FRISCO ISD,043905,Spring 2026,27026,25605.0,94.7421001998076
FROST ISD,175905,Spring 2026,166,129.0,77.71084337349397
FRUITVALE ISD,234909,Spring 2026,118,102.0,86.4406779661017
FT DAVIS ISD,122901,Spring 2026,78,72.0,92.3076923076923
FT HANCOCK ISD,115901,Spring 2026,158,140.0,88.60759493670885
FT SAM HOUSTON ISD,015914,Spring 2026,535,522.0,97.57009345794393
GAINESVILLE ISD,049901,Spring 2026,1237,940.0,75.99029911075182
GALENA PARK ISD,101910,Spring 2026,8365,6917.0,82.68977884040646
GALVESTON ISD,084902,Spring 2026,2720,2048.0,75.29411764705883
GANADO ISD,120902,Spring 2026,297,253.0,85.18518518518519
GARLAND ISD,057909,Spring 2026,20839,16535.0,79.34641777436538
GARNER ISD,184911,Spring 2026,130,122.0,93.84615384615384
GARRISON ISD,174903,Spring 2026,300,258.0,86.0
GARY ISD,183904,Spring 2026,196,163.0,83.16326530612244
GATESVILLE ISD,050902,Spring 2026,908,801.0,88.21585903083701
GEORGE WEST ISD,149901,Spring 2026,337,311.0,92.28486646884274
GEORGETOWN ISD,246904,Spring 2026,5894,4771.0,80.94672548354258
GHOLSON ISD,161925,Spring 2026,74,65.0,87.83783783783784
GIDDINGS ISD,144901,Spring 2026,733,650.0,88.67667121418826
GILMER ISD,230902,Spring 2026,1135,980.0,86.34361233480176
GLADEWATER ISD,092901,Spring 2026,597,481.0,80.56951423785594
GLASSCOCK COUNTY ISD,087901,Spring 2026,93,84.0,90.32258064516128
GLEN ROSE ISD,213901,Spring 2026,677,631.0,93.205317577548
GODLEY ISD,126911,Spring 2026,1256,1053.0,83.8375796178344
GOLD BURG ISD,169906,Spring 2026,69,49.0,71.01449275362319
GOLDTHWAITE ISD,167901,Spring 2026,170,164.0,96.47058823529412
GOLIAD ISD,088902,Spring 2026,452,409.0,90.48672566371681
GONZALES ISD,089901,Spring 2026,1090,811.0,74.40366972477064
GOODRICH ISD,187903,Spring 2026,90,83.0,92.22222222222223
GOOSE CREEK CISD,101911,Spring 2026,9650,7508.0,77.80310880829016
GORDON ISD,182901,Spring 2026,115,102.0,88.69565217391305
GORMAN ISD,067904,Spring 2026,71,56.0,78.87323943661971
GRADY ISD,156905,Spring 2026,88,87.0,98.86363636363636
GRAFORD ISD,182902,Spring 2026,146,125.0,85.61643835616438
GRAHAM ISD,252901,Spring 2026,888,703.0,79.16666666666666
GRANBURY ISD,111901,Spring 2026,3023,2646.0,87.52894475686405
GRAND PRAIRIE ISD,057910,Spring 2026,12067,9184.0,76.10839479572388
GRAND SALINE ISD,234904,Spring 2026,500,405.0,81.0
GRANDFALLS-ROYALTY ISD,238904,Spring 2026,41,23.0,56.09756097560976
GRANDVIEW ISD,126904,Spring 2026,561,515.0,91.80035650623886
GRANGER ISD,246905,Spring 2026,238,197.0,82.77310924369748
GRAPE CREEK ISD,226907,Spring 2026,392,330.0,84.18367346938776
GRAPELAND ISD,113902,Spring 2026,206,179.0,86.89320388349515
GRAPEVINE-COLLEYVILLE ISD,220906,Spring 2026,5943,5508.0,92.68046441191318
GREENVILLE ISD,116905,Spring 2026,2278,1660.0,72.87093942054433
GREENWOOD ISD,165902,Spring 2026,1466,1216.0,82.94679399727148
GREGORY-PORTLAND ISD,205902,Spring 2026,1915,1718.0,89.71279373368147
GROESBECK ISD,147902,Spring 2026,541,451.0,83.3641404805915
GROOM ISD,033901,Spring 2026,45,38.0,84.44444444444444
GROVETON ISD,228901,Spring 2026,299,274.0,91.63879598662207
GRUVER ISD,098901,Spring 2026,162,159.0,98.14814814814815
GUNTER ISD,091917,Spring 2026,526,497.0,94.48669201520913
GUSTINE ISD,047903,Spring 2026,68,57.0,83.82352941176471
GUTHRIE CSD,135001,Spring 2026,55,46.0,83.63636363636363
HALE CENTER ISD,095903,Spring 2026,227,196.0,86.34361233480176
HALLETTSVILLE ISD,143901,Spring 2026,421,366.0,86.93586698337292
HALLSVILLE ISD,102904,Spring 2026,24110,14214.0,58.954790543343016
HAMILTON ISD,097902,Spring 2026,354,303.0,85.59322033898306
HAMLIN COLLEGIATE ISD,127903,Spring 2026,152,107.0,70.39473684210526
HAMSHIRE-FANNETT ISD,123914,Spring 2026,769,704.0,91.54746423927178
HAPPY ISD,219901,Spring 2026,102,90.0,88.23529411764706
HARDIN ISD,146904,Spring 2026,472,373.0,79.02542372881356
HARDIN-JEFFERSON ISD,100905,Spring 2026,1007,908.0,90.16881827209534
HARLANDALE ISD,015904,Spring 2026,4725,3385.0,71.64021164021163
HARLETON ISD,102905,Spring 2026,215,200.0,93.02325581395348
HARLINGEN CISD,031903,Spring 2026,6559,5508.0,83.97621588656807
HARMONY ISD,230905,Spring 2026,337,305.0,90.50445103857567
HARPER ISD,086902,Spring 2026,208,181.0,87.01923076923077
HARROLD ISD,244901,Spring 2026,87,84.0,96.55172413793103
HART ISD,035902,Spring 2026,62,51.0,82.25806451612904
HARTLEY ISD,103902,Spring 2026,76,68.0,89.47368421052632
HARTS BLUFF ISD,225907,Spring 2026,288,248.0,86.11111111111111
HASKELL CISD,104901,Spring 2026,181,164.0,90.60773480662984
HAWKINS ISD,250902,Spring 2026,279,238.0,85.30465949820788
HAWLEY ISD,127904,Spring 2026,289,260.0,89.96539792387543
HAYS CISD,105906,Spring 2026,9747,8259.0,84.73376423514928
HEARNE ISD,198905,Spring 2026,334,209.0,62.5748502994012
HEDLEY ISD,065902,Spring 2026,24,12.0,50.0
HEMPHILL ISD,202903,Spring 2026,233,217.0,93.13304721030042
HEMPSTEAD ISD,237902,Spring 2026,705,465.0,65.95744680851064
HENDERSON ISD,201902,Spring 2026,1243,998.0,80.28962188254224
HENRIETTA ISD,039902,Spring 2026,354,323.0,91.24293785310734
HEREFORD ISD,059901,Spring 2026,1596,1212.0,75.93984962406014
HERMLEIGH ISD,208901,Spring 2026,121,110.0,90.9090909090909
HICO ISD,097903,Spring 2026,239,218.0,91.21338912133892
HIDALGO ISD,108905,Spring 2026,1318,907.0,68.81638846737481
HIGH ISLAND ISD,084903,Spring 2026,59,49.0,83.05084745762711
HIGHLAND ISD,177905,Spring 2026,76,76.0,100.0
HIGHLAND PARK ISD,057911,Spring 2026,2315,2270.0,98.0561555075594
HIGHLAND PARK ISD,188903,Spring 2026,261,236.0,90.42145593869732
HILLSBORO ISD,109904,Spring 2026,711,631.0,88.74824191279887
HITCHCOCK ISD,084908,Spring 2026,659,503.0,76.32776934749621
HOLLAND ISD,014905,Spring 2026,221,207.0,93.66515837104072
HOLLIDAY ISD,005902,Spring 2026,444,412.0,92.7927927927928
HONDO ISD,163904,Spring 2026,707,609.0,86.13861386138613
HONEY GROVE ISD,074907,Spring 2026,284,257.0,90.49295774647888
HOOKS ISD,019902,Spring 2026,402,342.0,85.07462686567165
HOUSTON ISD,101912,Spring 2026,64546,52446.0,81.25367954637002
HOWE ISD,091905,Spring 2026,448,413.0,92.1875
HUBBARD ISD,109905,Spring 2026,148,132.0,89.1891891891892
HUCKABAY ISD,072908,Spring 2026,98,95.0,96.93877551020408
HUDSON ISD,003902,Spring 2026,1023,924.0,90.32258064516128
HUFFMAN ISD,101925,Spring 2026,1643,1297.0,78.94096165550822
HUGHES SPRINGS ISD,034903,Spring 2026,421,374.0,88.83610451306413
HULL-DAISETTA ISD,146905,Spring 2026,145,97.0,66.89655172413794
HUMBLE ISD,101913,Spring 2026,20798,17720.0,85.20050004808155
HUNT ISD,133902,Spring 2026,9,9.0,100.0
HUNTINGTON ISD,003904,Spring 2026,571,511.0,89.49211908931699
HUNTSVILLE ISD,236902,Spring 2026,6790,5257.0,77.42268041237114
HURST-EULESS-BEDFORD ISD,220916,Spring 2026,8699,7690.0,88.40096562823312
HUTTO ISD,246906,Spring 2026,4417,3592.0,81.32216436495358
IDALOU ISD,152910,Spring 2026,345,331.0,95.94202898550725
INDUSTRIAL ISD,120905,Spring 2026,424,412.0,97.16981132075472
INGLESIDE ISD,205903,Spring 2026,816,706.0,86.51960784313727
INGRAM ISD,133904,Spring 2026,405,355.0,87.65432098765432
IOLA ISD,093903,Spring 2026,233,215.0,92.27467811158799
IOWA PARK CISD,243903,Spring 2026,652,601.0,92.17791411042946
IRA ISD,208903,Spring 2026,112,107.0,95.53571428571429
IRAAN-SHEFFIELD COLLEGIATE ISD,186903,Spring 2026,136,124.0,91.17647058823529
IREDELL ISD,018906,Spring 2026,28,26.0,92.85714285714286
IRION COUNTY ISD,118902,Spring 2026,133,127.0,95.48872180451127
IRVING ISD,057912,Spring 2026,11991,9138.0,76.20715536652489
ITALY ISD,070907,Spring 2026,204,178.0,87.25490196078431
ITASCA ISD,109907,Spring 2026,311,263.0,84.56591639871382
JACKSBORO ISD,119902,Spring 2026,432,386.0,89.35185185185185
JACKSONVILLE ISD,037904,Spring 2026,1711,1259.0,73.58270017533606
JARRELL ISD,246907,Spring 2026,1653,1280.0,77.43496672716273
JASPER ISD,121904,Spring 2026,757,552.0,72.91941875825627
JAYTON-GIRARD ISD,132902,Spring 2026,81,77.0,95.06172839506173
JEFFERSON ISD,155901,Spring 2026,444,354.0,79.72972972972973
JIM HOGG COUNTY ISD,124901,Spring 2026,371,306.0,82.47978436657682
JIM NED CISD,221911,Spring 2026,571,535.0,93.6952714535902
JOAQUIN ISD,210902,Spring 2026,224,196.0,87.5
JOHNSON CITY ISD,016901,Spring 2026,302,268.0,88.74172185430463
JONESBORO ISD,050909,Spring 2026,103,83.0,80.58252427184466
JOSHUA ISD,126905,Spring 2026,2332,2051.0,87.95025728987993
JOURDANTON ISD,007902,Spring 2026,645,524.0,81.24031007751938
JUDSON ISD,015916,Spring 2026,8693,6372.0,73.30035660876567
JUNCTION ISD,134901,Spring 2026,274,201.0,73.35766423357664
KARNES CITY ISD,128901,Spring 2026,337,289.0,85.7566765578635
KATY ISD,101914,Spring 2026,39251,35633.0,90.78240044839622
KAUFMAN ISD,129903,Spring 2026,1607,1389.0,86.43434971997512
KEENE ISD,126906,Spring 2026,502,460.0,91.63346613545816
KELLER ISD,220907,Spring 2026,12704,11434.0,90.00314861460957
KELTON ISD,242905,Spring 2026,69,58.0,84.05797101449275
KEMP ISD,129904,Spring 2026,738,539.0,73.03523035230353
KENEDY ISD,128902,Spring 2026,195,155.0,79.48717948717949
KENNARD ISD,113906,Spring 2026,94,85.0,90.42553191489363
KENNEDALE ISD,220914,Spring 2026,1206,968.0,80.2653399668325
KERENS ISD,175907,Spring 2026,265,209.0,78.8679245283019
KERMIT ISD,248901,Spring 2026,511,371.0,72.6027397260274
KERRVILLE ISD,133903,Spring 2026,1616,1393.0,86.20049504950495
KILGORE ISD,092902,Spring 2026,1482,1194.0,80.5668016194332
KILLEEN ISD,014906,Spring 2026,14711,11859.0,80.6131466249745
KINGSVILLE ISD,137901,Spring 2026,1062,683.0,64.31261770244822
KIRBYVILLE CISD,121905,Spring 2026,526,434.0,82.50950570342205
KLEIN ISD,101915,Spring 2026,22118,18989.0,85.85315127950086
KLONDIKE ISD,058905,Spring 2026,82,80.0,97.5609756097561
KNIPPA ISD,232901,Spring 2026,107,99.0,92.5233644859813
KNOX CITY-O'BRIEN CISD,138902,Spring 2026,62,58.0,93.54838709677419
KOPPERL ISD,018907,Spring 2026,45,36.0,80.0
KOUNTZE ISD,100903,Spring 2026,399,316.0,79.19799498746866
KRESS ISD,219905,Spring 2026,107,88.0,82.2429906542056
KRUM ISD,061905,Spring 2026,1085,875.0,80.64516129032258
LA FERIA ISD,031905,Spring 2026,1097,864.0,78.7602552415679
LA GRANGE ISD,075902,Spring 2026,794,686.0,86.39798488664987
LA JOYA ISD,108912,Spring 2026,8996,6730.0,74.81102712316586
LA PORTE ISD,101916,Spring 2026,2871,2342.0,81.57436433298503
LA PRYOR ISD,254902,Spring 2026,144,117.0,81.25
LA VEGA ISD,161906,Spring 2026,1256,932.0,74.20382165605095
LA VERNIA ISD,247903,Spring 2026,1444,1302.0,90.1662049861496
LA VILLA ISD,108914,Spring 2026,217,178.0,82.02764976958525
LACKLAND ISD,015913,Spring 2026,259,245.0,94.5945945945946
LAGO VISTA ISD,227912,Spring 2026,853,704.0,82.53223915592028
LAKE DALLAS ISD,061912,Spring 2026,1572,1381.0,87.8498727735369
LAKE TRAVIS ISD,227913,Spring 2026,4211,3927.0,93.2557587271432
LAKE WORTH ISD,220910,Spring 2026,1192,833.0,69.88255033557047
LAMAR CISD,079901,Spring 2026,18940,16607.0,87.68215417106653
LAMESA ISD,058906,Spring 2026,565,448.0,79.29203539823008
LAMPASAS ISD,141901,Spring 2026,1409,1215.0,86.23136976579134
LANCASTER ISD,057913,Spring 2026,2600,2138.0,82.23076923076923
LANEVILLE ISD,201903,Spring 2026,43,37.0,86.04651162790698
LAPOYNOR ISD,107910,Spring 2026,170,152.0,89.41176470588236
LAREDO ISD,240901,Spring 2026,2699,1483.0,54.94627639866617
LASARA ISD,245901,Spring 2026,98,74.0,75.51020408163265
LATEXO ISD,113905,Spring 2026,144,120.0,83.33333333333334
LAZBUDDIE ISD,185904,Spring 2026,52,50.0,96.15384615384616
LEAKEY ISD,193902,Spring 2026,130,120.0,92.3076923076923
LEANDER ISD,246913,Spring 2026,17085,15483.0,90.6233538191396
LEFORS ISD,090902,Spring 2026,64,45.0,70.3125
LEGGETT ISD,187906,Spring 2026,65,53.0,81.53846153846153
LEON ISD,145911,Spring 2026,282,228.0,80.85106382978722
LEONARD ISD,074909,Spring 2026,401,329.0,82.04488778054862
LEVELLAND ISD,110902,Spring 2026,899,754.0,83.87096774193549
LEVERETTS CHAPEL ISD,201904,Spring 2026,78,72.0,92.3076923076923
LEWISVILLE ISD,061902,Spring 2026,12564,10476.0,83.3810888252149
LEXINGTON ISD,144902,Spring 2026,351,306.0,87.17948717948718
LIBERTY HILL ISD,246908,Spring 2026,3798,3369.0,88.70458135860979
LIBERTY ISD,146906,Spring 2026,1103,837.0,75.8839528558477
LIBERTY-EYLAU ISD,019908,Spring 2026,910,584.0,64.17582417582418
LINDALE ISD,212903,Spring 2026,1645,1516.0,92.1580547112462
LINDEN-KILDARE CISD,034905,Spring 2026,188,164.0,87.2340425531915
LINDSAY ISD,049907,Spring 2026,163,158.0,96.93251533742331
LINGLEVILLE ISD,072909,Spring 2026,92,88.0,95.65217391304348
LIPAN ISD,111902,Spring 2026,202,181.0,89.60396039603961
LITTLE CYPRESS-MAURICEVILLE CISD,181908,Spring 2026,1301,1118.0,85.93389700230591
LITTLE ELM ISD,061914,Spring 2026,2009,1500.0,74.66401194624191
LITTLEFIELD ISD,140904,Spring 2026,445,371.0,83.37078651685394
LIVINGSTON ISD,187907,Spring 2026,1529,1200.0,78.48266841072596
LLANO ISD,150901,Spring 2026,683,529.0,77.45241581259151
LOCKHART ISD,028902,Spring 2026,2902,2072.0,71.39903514817367
LOCKNEY ISD,077902,Spring 2026,163,124.0,76.07361963190185
LOHN ISD,160905,Spring 2026,34,30.0,88.23529411764706
LOMETA ISD,141902,Spring 2026,118,100.0,84.7457627118644
LONDON ISD,178906,Spring 2026,806,777.0,96.40198511166254
LONE OAK ISD,116906,Spring 2026,409,367.0,89.73105134474328
LONGVIEW ISD,092903,Spring 2026,3244,2805.0,86.46732429099877
LOOP ISD,083902,Spring 2026,35,35.0,100.0
LORAINE ISD,168902,Spring 2026,48,38.0,79.16666666666666
LORENA ISD,161907,Spring 2026,673,630.0,93.61069836552748
LORENZO ISD,054902,Spring 2026,81,66.0,81.48148148148148
LOS FRESNOS CISD,031906,Spring 2026,2723,2271.0,83.40066103562248
LOUISE ISD,241906,Spring 2026,204,170.0,83.33333333333334
LOVEJOY ISD,043919,Spring 2026,1857,1829.0,98.49219170705439
LOVELADY ISD,113903,Spring 2026,196,189.0,96.42857142857143
LUBBOCK ISD,152901,Spring 2026,8651,6972.0,80.59183909374639
LUBBOCK-COOPER ISD,152906,Spring 2026,3231,2977.0,92.13865676261219
LUEDERS-AVOCA ISD,127905,Spring 2026,38,35.0,92.10526315789474
LUFKIN ISD,003903,Spring 2026,2802,2014.0,71.87723054960742
LULING ISD,028903,Spring 2026,526,428.0,81.36882129277566
LUMBERTON ISD,100907,Spring 2026,1552,1411.0,90.91494845360825
LYFORD CISD,245902,Spring 2026,571,442.0,77.40805604203153
LYTLE ISD,007904,Spring 2026,740,560.0,75.67567567567568
MABANK ISD,129905,Spring 2026,1474,1280.0,86.83853459972863
MADISONVILLE CISD,154901,Spring 2026,887,785.0,88.50056369785794
MAGNOLIA ISD,170906,Spring 2026,5896,5102.0,86.53324287652646
MALAKOFF ISD,107906,Spring 2026,527,466.0,88.42504743833017
MANOR ISD,227907,Spring 2026,3568,1888.0,52.91479820627802
MANSFIELD ISD,220908,Spring 2026,14997,13200.0,88.01760352070414
MARATHON ISD,022902,Spring 2026,13,6.0,46.15384615384615
MARBLE FALLS ISD,027904,Spring 2026,1533,1170.0,76.32093933463796
MARFA ISD,189901,Spring 2026,59,50.0,84.7457627118644
